No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,26409,11.12,388,284,3.12
2,in,76355,32.16,652,290,2.34
3,this,16740,7.05,117,282,2.05
4,if,5821,2.45,35,265,1.84
5,is,40643,17.12,180,286,1.39
6,we,10241,4.31,37,260,1.10
7,from,19284,8.12,69,287,1.09
8,not,10465,4.41,35,280,0.99
9,is,40643,17.12,130,286,0.93
10,but,10468,4.41,32,281,0.86
11,are,17864,7.52,49,283,0.70
12,as,24536,10.33,64,286,0.63
13,be,24119,10.16,61,286,0.59
14,it,23209,9.77,54,285,0.47
15,by,28288,11.91,65,290,0.45
16,it,23209,9.77,52,285,0.41
17,the,290494,122.34,649,290,0.41
18,which,25844,10.88,56,288,0.36
19,the,290494,122.34,582,290,0.25
20,this,16740,7.05,33,282,0.23
21,a,59584,25.09,113,289,0.17
22,for,15828,6.67,30,290,0.17
23,to,60195,25.35,111,288,0.13
24,to,60195,25.35,107,288,0.08
25,be,24119,10.16,42,286,0.05
26,which,25844,10.88,45,288,0.05
27,by,28288,11.91,48,290,0.01
28,a,59584,25.09,98,289,-0.03
29,of,181928,76.62,290,290,-0.08
30,in,76355,32.16,119,290,-0.11
31,that,26409,11.12,36,284,-0.31
32,as,24536,10.33,33,286,-0.32
33,and,78728,33.16,100,290,-0.41
34,of,181928,76.62,160,290,-0.94
35,and,78728,33.16,49,290,-1.44
