No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,7424,1.96,43,271,2.46
2,that,11194,2.95,55,266,2.22
3,in,23882,6.30,104,284,2.05
4,is,13393,3.53,38,279,1.43
5,but,3949,1.04,11,274,1.40
6,i,7197,1.90,20,274,1.40
7,is,13393,3.53,33,279,1.22
8,which,10267,2.71,20,271,0.89
9,it,11034,2.91,21,267,0.85
10,be,10420,2.75,19,274,0.79
11,by,11192,2.95,19,284,0.69
12,was,7086,1.87,11,260,0.56
13,a,22405,5.91,34,289,0.52
14,this,7424,1.96,11,271,0.49
15,the,99056,26.12,143,288,0.45
16,a,22405,5.91,31,289,0.39
17,which,10267,2.71,14,271,0.37
18,it,11034,2.91,15,267,0.37
19,be,10420,2.75,13,274,0.24
20,as,8060,2.13,10,269,0.23
21,and,25990,6.85,31,287,0.18
22,in,23882,6.30,26,284,0.05
23,of,62487,16.48,65,285,-0.02
24,the,99056,26.12,100,288,-0.06
25,to,24125,6.36,24,278,-0.08
26,that,11194,2.95,11,266,-0.10
27,by,11192,2.95,10,284,-0.24
28,to,24125,6.36,20,278,-0.35
29,of,62487,16.48,50,285,-0.40
30,and,25990,6.85,16,287,-0.78
