No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,13765,3.32,78,290,2.55
2,this,8527,2.06,39,289,2.24
3,is,15185,3.67,53,304,1.85
4,in,32843,7.93,114,312,1.84
5,but,5074,1.23,14,284,1.51
6,is,15185,3.67,41,304,1.48
7,which,12147,2.93,32,289,1.45
8,it,12529,3.03,32,289,1.40
9,a,27889,6.74,53,310,0.98
10,was,9092,2.20,15,271,0.77
11,as,10193,2.46,16,295,0.70
12,to,32456,7.84,49,311,0.64
13,by,13935,3.37,21,309,0.64
14,in,32843,7.93,44,312,0.47
15,be,12621,3.05,16,294,0.39
16,the,138189,33.38,172,313,0.37
17,by,13935,3.37,15,309,0.16
18,a,27889,6.74,28,310,0.06
19,of,79781,19.27,75,313,-0.04
20,the,138189,33.38,129,313,-0.05
21,to,32456,7.84,25,311,-0.33
22,of,79781,19.27,51,313,-0.60
23,and,36650,8.85,20,312,-0.82
24,and,36650,8.85,19,312,-0.90
