No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,126,0.03,15,72,6.94
2,that,12890,3.13,66,294,2.40
3,this,8042,1.95,41,295,2.39
4,is,13300,3.23,47,306,1.86
5,in,29524,7.17,80,316,1.48
6,is,13300,3.23,34,306,1.40
7,it,11607,2.82,28,294,1.31
8,which,10846,2.64,26,295,1.30
9,a,24621,5.98,57,315,1.25
10,was,8728,2.12,16,287,0.92
11,as,9166,2.23,16,300,0.84
12,by,12595,3.06,21,315,0.78
13,from,8934,2.17,14,305,0.69
14,i,8467,2.06,13,293,0.66
15,the,122597,29.79,162,318,0.44
16,in,29524,7.17,37,316,0.37
17,be,10936,2.66,13,301,0.29
18,a,24621,5.98,28,315,0.23
19,of,73443,17.85,82,317,0.20
20,to,28961,7.04,31,311,0.14
21,by,12595,3.06,13,315,0.09
22,to,28961,7.04,27,311,-0.06
23,that,12890,3.13,12,294,-0.06
24,the,122597,29.79,109,318,-0.13
25,of,73443,17.85,53,317,-0.43
26,and,33531,8.15,20,318,-0.70
27,and,33531,8.15,20,318,-0.70
