No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,due,2155,1.01,79,240,4.30
2,that,36206,16.89,1249,257,4.21
3,view,1971,0.92,47,231,3.68
4,this,25138,11.73,178,256,1.92
5,in,108738,50.74,664,257,1.71
6,they,7326,3.42,43,248,1.65
7,by,34624,16.16,197,257,1.61
8,is,67000,31.26,317,257,1.34
9,no,9581,4.47,41,256,1.20
10,it,27857,13.00,116,256,1.16
11,has,10601,4.95,43,256,1.12
12,the,395482,184.53,1397,258,0.92
13,from,26962,12.58,92,257,0.87
14,to,78009,36.40,251,257,0.79
15,not,13940,6.50,43,255,0.72
16,is,67000,31.26,193,257,0.63
17,be,28817,13.45,79,257,0.55
18,was,16464,7.68,43,253,0.48
19,are,30976,14.45,73,256,0.34
20,for,25813,12.04,59,257,0.29
21,it,27857,13.00,62,256,0.25
22,which,25870,12.07,56,256,0.21
23,the,395482,184.53,840,258,0.19
24,in,108738,50.74,218,257,0.10
25,this,25138,11.73,50,256,0.09
26,as,30071,14.03,59,257,0.07
27,with,30159,14.07,59,257,0.07
28,be,28817,13.45,51,257,-0.08
29,and,110275,51.45,193,258,-0.09
30,a,89172,41.61,144,257,-0.21
31,are,30976,14.45,50,256,-0.21
32,a,89172,41.61,136,257,-0.29
33,of,223639,104.35,309,258,-0.43
34,as,30071,14.03,41,257,-0.45
35,of,223639,104.35,283,258,-0.56
36,to,78009,36.40,92,257,-0.66
37,and,110275,51.45,73,258,-1.50
