No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,746,0.38,58,145,5.26
2,owing,784,0.40,37,178,4.54
3,due,2667,1.35,89,223,4.04
4,that,33518,16.98,1071,243,3.98
5,this,21234,10.76,157,243,1.87
6,they,5478,2.78,38,236,1.78
7,in,90338,45.76,567,247,1.63
8,has,7801,3.95,42,242,1.41
9,by,30382,15.39,155,244,1.33
10,is,52746,26.72,238,245,1.15
11,from,21025,10.65,91,245,1.09
12,to,69282,35.10,275,246,0.97
13,the,336955,170.70,1261,245,0.89
14,it,24303,12.31,87,243,0.82
15,as,27742,14.05,99,245,0.82
16,is,52746,26.72,182,245,0.77
17,we,14415,7.30,49,237,0.75
18,it,24303,12.31,79,243,0.68
19,have,12068,6.11,37,242,0.60
20,which,24082,12.20,72,244,0.56
21,are,23269,11.79,69,243,0.55
22,be,27068,13.71,79,246,0.53
23,the,336955,170.70,876,245,0.36
24,for,22831,11.57,57,244,0.30
25,this,21234,10.76,47,243,0.13
26,a,84375,42.74,185,247,0.11
27,be,27068,13.71,56,246,0.03
28,in,90338,45.76,179,247,-0.03
29,with,24461,12.39,48,245,-0.05
30,was,22632,11.47,41,240,-0.16
31,to,69282,35.10,123,246,-0.19
32,are,23269,11.79,41,243,-0.20
33,as,27742,14.05,48,245,-0.23
34,with,24461,12.39,42,245,-0.24
35,and,85678,43.40,145,247,-0.26
36,a,84375,42.74,140,247,-0.29
37,at,22380,11.34,37,245,-0.29
38,was,22632,11.47,36,240,-0.35
39,on,25788,13.06,41,247,-0.35
40,of,186712,94.59,287,247,-0.40
41,of,186712,94.59,287,247,-0.40
42,for,22831,11.57,35,244,-0.40
43,by,30382,15.39,44,244,-0.48
44,and,85678,43.40,46,247,-1.92
