No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,7207,1.61,45,241,2.81
2,has,2289,0.51,10,223,2.29
3,in,23797,5.30,73,256,1.78
4,that,11793,2.63,34,239,1.69
5,i,7459,1.66,21,241,1.66
6,not,4673,1.04,10,230,1.26
7,is,12523,2.79,26,247,1.22
8,which,10751,2.39,22,238,1.20
9,be,10574,2.36,21,246,1.16
10,a,21616,4.81,41,258,1.09
11,as,7863,1.75,13,241,0.89
12,is,12523,2.79,19,247,0.77
13,to,23955,5.34,32,254,0.58
14,was,7633,1.70,10,231,0.56
15,which,10751,2.39,13,238,0.44
16,that,11793,2.63,13,239,0.31
17,by,11156,2.48,11,254,0.15
18,the,93365,20.80,91,257,0.13
19,and,26899,5.99,26,256,0.12
20,it,11551,2.57,11,242,0.10
21,to,23955,5.34,22,254,0.04
22,of,62455,13.91,47,257,-0.24
23,a,21616,4.81,16,258,-0.27
24,the,93365,20.80,66,257,-0.33
25,of,62455,13.91,35,257,-0.67
26,in,23797,5.30,13,256,-0.71
27,and,26899,5.99,13,256,-0.88
