No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,8052,1.84,41,201,2.48
2,in,24703,5.63,81,214,1.85
3,not,5469,1.25,14,192,1.49
4,that,12971,2.96,33,201,1.48
5,is,13143,3.00,33,209,1.46
6,i,8191,1.87,20,203,1.42
7,but,5353,1.22,13,197,1.41
8,a,23440,5.34,53,220,1.31
9,as,8934,2.04,19,205,1.22
10,is,13143,3.00,27,209,1.17
11,be,11548,2.63,21,205,1.00
12,to,25956,5.92,41,210,0.79
13,as,8934,2.04,13,205,0.67
14,which,12122,2.76,16,202,0.53
15,by,11433,2.61,15,213,0.52
16,was,8683,1.98,11,196,0.47
17,be,11548,2.63,14,205,0.41
18,it,12957,2.95,13,205,0.14
19,which,12122,2.76,12,202,0.12
20,a,23440,5.34,23,220,0.11
21,to,25956,5.92,25,210,0.08
22,the,99194,22.62,93,219,0.04
23,it,12957,2.95,12,205,0.02
24,that,12971,2.96,12,201,0.02
25,the,99194,22.62,80,219,-0.18
26,of,66830,15.24,52,220,-0.23
27,of,66830,15.24,49,220,-0.31
28,in,24703,5.63,18,214,-0.32
29,and,28724,6.55,20,216,-0.39
30,and,28724,6.55,15,216,-0.80
