No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,interesting,259,0.10,12,226,4.93
2,important,393,0.15,12,226,4.33
3,that,16670,6.33,199,226,2.98
4,this,10530,4.00,98,226,2.62
5,in,42898,16.28,210,226,1.69
6,there,2472,0.94,12,226,1.68
7,is,19461,7.39,90,226,1.61
8,will,3403,1.29,15,226,1.54
9,all,2979,1.13,12,226,1.41
10,being,3695,1.40,14,226,1.32
11,has,3326,1.26,12,226,1.25
12,when,4608,1.75,15,226,1.10
13,is,19461,7.39,60,226,1.02
14,not,6565,2.49,20,226,1.00
15,been,4326,1.64,13,226,0.99
16,from,11140,4.23,33,226,0.96
17,not,6565,2.49,19,226,0.93
18,may,4556,1.73,13,226,0.91
19,we,4910,1.86,14,226,0.91
20,an,5674,2.15,16,226,0.89
21,one,4737,1.80,13,226,0.85
22,but,6204,2.35,17,226,0.85
23,it,15123,5.74,40,226,0.80
24,be,13743,5.22,36,226,0.79
25,a,31571,11.98,77,226,0.68
26,it,15123,5.74,35,226,0.61
27,by,17381,6.60,40,226,0.60
28,was,9291,3.53,21,226,0.57
29,by,17381,6.60,39,226,0.56
30,have,7351,2.79,16,226,0.52
31,which,16291,6.18,35,226,0.50
32,the,162075,61.51,326,226,0.41
33,i,9683,3.67,19,226,0.37
34,to,36391,13.81,71,226,0.36
35,as,13931,5.29,26,226,0.30
36,be,13743,5.22,24,226,0.20
37,this,10530,4.00,18,226,0.17
38,at,11281,4.28,19,226,0.15
39,to,36391,13.81,61,226,0.14
40,in,42898,16.28,70,226,0.10
41,for,8073,3.06,13,226,0.09
42,a,31571,11.98,49,226,0.03
43,are,8857,3.36,13,226,-0.05
44,are,8857,3.36,13,226,-0.05
45,was,9291,3.53,13,226,-0.12
46,that,16670,6.33,23,226,-0.14
47,the,162075,61.51,223,226,-0.14
48,as,13931,5.29,19,226,-0.15
49,with,12684,4.81,17,226,-0.18
50,of,94257,35.77,124,226,-0.21
51,and,41502,15.75,54,226,-0.22
52,with,12684,4.81,16,226,-0.27
53,from,11140,4.23,14,226,-0.27
54,i,9683,3.67,12,226,-0.29
55,of,94257,35.77,79,226,-0.86
56,which,16291,6.18,12,226,-1.04
57,and,41502,15.75,19,226,-1.73
