No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,8282,1.86,47,230,2.66
2,has,2649,0.59,9,230,1.92
3,in,25660,5.76,79,230,1.78
4,is,13636,3.06,35,230,1.51
5,i,8493,1.91,21,230,1.46
6,not,5677,1.27,14,230,1.46
7,that,13642,3.06,33,230,1.43
8,but,5497,1.23,13,230,1.40
9,as,9132,2.05,21,230,1.36
10,a,24612,5.53,53,230,1.26
11,is,13636,3.06,28,230,1.19
12,be,12149,2.73,20,230,0.87
13,to,26792,6.02,40,230,0.73
14,which,12570,2.82,18,230,0.67
15,as,9132,2.05,12,230,0.55
16,by,12058,2.71,15,230,0.47
17,was,9057,2.03,10,230,0.30
18,it,13733,3.08,15,230,0.28
19,be,12149,2.73,13,230,0.25
20,which,12570,2.82,13,230,0.20
21,that,13642,3.06,14,230,0.19
22,the,102682,23.06,98,230,0.09
23,it,13733,3.08,13,230,0.08
24,a,24612,5.53,23,230,0.06
25,the,102682,23.06,87,230,-0.08
26,to,26792,6.02,22,230,-0.13
27,of,69444,15.60,56,230,-0.16
28,of,69444,15.60,49,230,-0.35
29,and,29754,6.68,20,230,-0.42
30,in,25660,5.76,17,230,-0.44
31,and,29754,6.68,17,230,-0.65
