No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,attention,566,0.27,36,268,5.05
2,matter,1670,0.80,62,268,4.28
3,due,2830,1.36,82,268,3.92
4,that,40778,19.53,1084,268,3.79
5,this,25315,12.13,179,268,1.88
6,in,103998,49.82,673,268,1.76
7,they,6957,3.33,40,268,1.59
8,there,8081,3.87,45,268,1.54
9,by,36079,17.28,189,268,1.45
10,we,15780,7.56,70,268,1.21
11,is,66942,32.07,293,268,1.19
12,when,8722,4.18,35,268,1.07
13,no,9286,4.45,37,268,1.06
14,it,31928,15.29,114,268,0.90
15,from,25540,12.23,86,268,0.81
16,to,84940,40.69,281,268,0.79
17,the,421976,202.14,1361,268,0.75
18,have,15076,7.22,48,268,0.73
19,is,66942,32.07,212,268,0.72
20,not,15823,7.58,49,268,0.69
21,as,36482,17.48,86,268,0.30
22,be,33727,16.16,78,268,0.27
23,it,31928,15.29,71,268,0.21
24,be,33727,16.16,75,268,0.21
25,but,14534,6.96,32,268,0.20
26,the,421976,202.14,919,268,0.18
27,are,27154,13.01,59,268,0.18
28,as,36482,17.48,76,268,0.12
29,in,103998,49.82,215,268,0.11
30,not,15823,7.58,32,268,0.08
31,by,36079,17.28,69,268,-0.00
32,a,94390,45.22,180,268,-0.01
33,was,23118,11.07,44,268,-0.01
34,with,30737,14.72,58,268,-0.02
35,which,32001,15.33,58,268,-0.08
36,at,24622,11.79,43,268,-0.13
37,for,21202,10.16,37,268,-0.13
38,are,27154,13.01,47,268,-0.15
39,with,30737,14.72,52,268,-0.18
40,and,102108,48.91,172,268,-0.19
41,this,25315,12.13,41,268,-0.24
42,of,235353,112.74,379,268,-0.25
43,to,84940,40.69,122,268,-0.42
44,a,94390,45.22,129,268,-0.49
45,of,235353,112.74,317,268,-0.51
46,that,40778,19.53,33,268,-1.24
47,and,102108,48.91,45,268,-2.12
