No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,165,0.05,12,289,5.93
2,that,17113,5.11,120,289,2.55
3,this,10382,3.10,66,289,2.41
4,if,3420,1.02,17,289,2.06
5,in,41610,12.42,185,289,1.90
6,is,20130,6.01,86,289,1.84
7,is,20130,6.01,65,289,1.43
8,but,6335,1.89,19,289,1.33
9,we,5072,1.51,15,289,1.31
10,same,4648,1.39,13,289,1.23
11,may,4756,1.42,12,289,1.08
12,which,16288,4.86,40,289,1.04
13,when,4962,1.48,12,289,1.02
14,it,15783,4.71,38,289,1.01
15,a,33755,10.08,80,289,0.99
16,have,7054,2.11,16,289,0.93
17,i,10661,3.18,22,289,0.79
18,an,5887,1.76,12,289,0.77
19,an,5887,1.76,12,289,0.77
20,by,16578,4.95,32,289,0.69
21,from,11937,3.56,23,289,0.69
22,not,6887,2.06,13,289,0.66
23,are,9000,2.69,16,289,0.57
24,to,38473,11.49,67,289,0.54
25,was,9526,2.84,16,289,0.49
26,the,170634,50.95,258,289,0.34
27,it,15783,4.71,23,289,0.29
28,by,16578,4.95,24,289,0.28
29,as,13469,4.02,19,289,0.24
30,be,14809,4.42,19,289,0.10
31,be,14809,4.42,19,289,0.10
32,in,41610,12.42,52,289,0.07
33,that,17113,5.11,21,289,0.04
34,a,33755,10.08,40,289,-0.01
35,as,13469,4.02,15,289,-0.10
36,the,170634,50.95,189,289,-0.11
37,which,16288,4.86,18,289,-0.11
38,of,97346,29.07,105,289,-0.15
39,from,11937,3.56,12,289,-0.25
40,at,12302,3.67,12,289,-0.29
41,and,44247,13.21,38,289,-0.48
42,to,38473,11.49,30,289,-0.62
43,of,97346,29.07,69,289,-0.75
44,and,44247,13.21,25,289,-1.08
