No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,spite,153,0.07,22,198,6.33
2,that,27834,12.48,732,198,3.87
3,view,1358,0.61,30,198,3.62
4,due,1917,0.86,42,198,3.61
5,in,75742,33.95,682,198,2.33
6,this,18687,8.38,128,198,1.93
7,all,5333,2.39,32,198,1.74
8,there,6208,2.78,28,198,1.33
9,no,6573,2.95,29,198,1.30
10,from,20529,9.20,89,198,1.27
11,was,12308,5.52,45,198,1.03
12,is,51553,23.11,188,198,1.02
13,by,26927,12.07,96,198,0.99
14,but,9137,4.10,31,198,0.92
15,the,266519,119.48,865,198,0.86
16,is,51553,23.11,149,198,0.69
17,not,11468,5.14,33,198,0.68
18,it,20198,9.05,56,198,0.63
19,be,26319,11.80,68,198,0.53
20,was,12308,5.52,29,198,0.39
21,to,57252,25.67,132,198,0.36
22,are,22957,10.29,52,198,0.34
23,for,24689,11.07,54,198,0.29
24,it,20198,9.05,44,198,0.28
25,the,266519,119.48,580,198,0.28
26,this,18687,8.38,40,198,0.26
27,not,11468,5.14,24,198,0.22
28,for,24689,11.07,48,198,0.12
29,in,75742,33.95,144,198,0.08
30,and,77594,34.78,136,198,-0.03
31,are,22957,10.29,40,198,-0.04
32,with,21327,9.56,37,198,-0.05
33,a,71956,32.26,124,198,-0.06
34,be,26319,11.80,45,198,-0.07
35,that,27834,12.48,45,198,-0.15
36,at,17999,8.07,29,198,-0.15
37,which,18460,8.28,28,198,-0.24
38,to,57252,25.67,83,198,-0.31
39,by,26927,12.07,36,198,-0.42
40,with,21327,9.56,28,198,-0.45
41,of,152756,68.48,189,198,-0.54
42,as,20418,9.15,25,198,-0.55
43,of,152756,68.48,170,198,-0.69
44,on,21431,9.61,23,198,-0.74
45,a,71956,32.26,69,198,-0.90
46,and,77594,34.78,41,198,-1.76
