No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,109,0.03,9,289,6.29
2,general,799,0.21,8,289,3.25
3,this,7424,1.96,43,289,2.46
4,that,11194,2.95,55,289,2.22
5,in,23882,6.30,104,289,2.05
6,is,13392,3.53,38,289,1.43
7,but,3949,1.04,11,289,1.40
8,i,7197,1.90,20,289,1.40
9,is,13392,3.53,33,289,1.22
10,which,10267,2.71,20,289,0.89
11,it,11034,2.91,21,289,0.85
12,be,10420,2.75,19,289,0.79
13,by,11192,2.95,19,289,0.69
14,was,7086,1.87,11,289,0.56
15,a,22405,5.91,34,289,0.52
16,this,7424,1.96,11,289,0.49
17,the,99056,26.12,143,289,0.45
18,a,22405,5.91,31,289,0.39
19,which,10267,2.71,14,289,0.37
20,it,11034,2.91,15,289,0.37
21,be,10420,2.75,13,289,0.24
22,from,7235,1.91,9,289,0.24
23,as,8060,2.13,10,289,0.23
24,and,25990,6.85,31,289,0.18
25,was,7086,1.87,8,289,0.10
26,as,8060,2.13,9,289,0.08
27,in,23882,6.30,26,289,0.05
28,of,62487,16.48,65,289,-0.02
29,the,99056,26.12,100,289,-0.06
30,to,24125,6.36,24,289,-0.08
31,that,11194,2.95,11,289,-0.10
32,by,11192,2.95,10,289,-0.24
33,to,24125,6.36,20,289,-0.35
34,of,62487,16.48,50,289,-0.40
35,and,25990,6.85,16,289,-0.78
