No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,27104,12.59,350,316,2.80
2,this,15858,7.37,152,316,2.37
3,in,73397,34.11,697,316,2.35
4,if,5949,2.76,32,316,1.53
5,there,4244,1.97,21,316,1.41
6,is,37387,17.37,181,316,1.38
7,all,5200,2.42,24,316,1.31
8,being,5456,2.54,24,316,1.24
9,being,5456,2.54,22,316,1.12
10,we,10434,4.85,42,316,1.11
11,no,6916,3.21,25,316,0.96
12,is,37387,17.37,134,316,0.95
13,not,10205,4.74,32,316,0.75
14,which,25196,11.71,77,316,0.72
15,these,7999,3.72,24,316,0.69
16,are,17275,8.03,50,316,0.64
17,from,18844,8.76,54,316,0.62
18,have,11131,5.17,31,316,0.58
19,it,22501,10.46,62,316,0.57
20,it,22501,10.46,62,316,0.57
21,may,7652,3.56,21,316,0.56
22,two,7853,3.65,21,316,0.52
23,as,23264,10.81,59,316,0.45
24,have,11131,5.17,28,316,0.44
25,this,15858,7.37,37,316,0.33
26,the,281938,131.01,644,316,0.30
27,i,12398,5.76,28,316,0.28
28,but,10206,4.74,23,316,0.28
29,to,60669,28.19,135,316,0.26
30,be,25436,11.82,56,316,0.24
31,by,27474,12.77,60,316,0.23
32,the,281938,131.01,583,316,0.15
33,to,60669,28.19,124,316,0.14
34,we,10434,4.85,21,316,0.11
35,for,15052,6.99,30,316,0.10
36,a,59231,27.52,117,316,0.09
37,by,27474,12.77,53,316,0.05
38,was,14633,6.80,27,316,-0.01
39,of,178551,82.97,326,316,-0.03
40,which,25196,11.71,46,316,-0.03
41,in,73397,34.11,132,316,-0.05
42,a,59231,27.52,105,316,-0.07
43,was,14633,6.80,25,316,-0.12
44,are,17275,8.03,28,316,-0.20
45,be,25436,11.82,41,316,-0.21
46,and,73563,34.18,116,316,-0.24
47,at,17118,7.95,26,316,-0.29
48,as,23264,10.81,35,316,-0.31
49,that,27104,12.59,39,316,-0.37
50,with,22221,10.33,28,316,-0.56
51,with,22221,10.33,26,316,-0.67
52,from,18844,8.76,21,316,-0.74
53,of,178551,82.97,192,316,-0.79
54,and,73563,34.18,51,316,-1.42
