No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,25798,11.98,310,289,2.69
2,this,15615,7.25,176,289,2.60
3,in,71257,33.08,580,289,2.13
4,is,35455,16.46,183,289,1.47
5,being,5796,2.69,29,289,1.43
6,has,5327,2.47,24,289,1.28
7,no,6129,2.85,25,289,1.14
8,is,35455,16.46,144,289,1.13
9,if,5785,2.69,23,289,1.10
10,being,5796,2.69,20,289,0.89
11,we,8777,4.08,30,289,0.88
12,been,6555,3.04,22,289,0.85
13,not,9981,4.63,31,289,0.74
14,from,18704,8.68,58,289,0.74
15,which,25476,11.83,75,289,0.66
16,it,23115,10.73,67,289,0.64
17,by,25680,11.92,74,289,0.63
18,i,12207,5.67,35,289,0.63
19,these,8292,3.85,23,289,0.58
20,but,9580,4.45,26,289,0.55
21,may,7729,3.59,20,289,0.48
22,by,25680,11.92,64,289,0.42
23,was,14101,6.55,35,289,0.42
24,it,23115,10.73,56,289,0.38
25,the,275326,127.83,648,289,0.34
26,have,10810,5.02,24,289,0.26
27,a,54588,25.35,117,289,0.21
28,an,9848,4.57,21,289,0.20
29,have,10810,5.02,23,289,0.20
30,of,169492,78.69,358,289,0.19
31,an,9848,4.57,20,289,0.13
32,was,14101,6.55,28,289,0.10
33,to,58936,27.36,117,289,0.10
34,to,58936,27.36,115,289,0.07
35,the,275326,127.83,536,289,0.07
36,for,13800,6.41,26,289,0.02
37,are,16185,7.51,30,289,-0.00
38,in,71257,33.08,131,289,-0.01
39,be,24311,11.29,44,289,-0.04
40,a,54588,25.35,98,289,-0.05
41,that,25798,11.98,46,289,-0.06
42,this,15615,7.25,27,289,-0.10
43,with,20869,9.69,36,289,-0.11
44,and,70715,32.83,121,289,-0.12
45,be,24311,11.29,41,289,-0.14
46,at,19189,8.91,32,289,-0.16
47,as,22909,10.64,38,289,-0.16
48,as,22909,10.64,37,289,-0.20
49,which,25476,11.83,40,289,-0.24
50,are,16185,7.51,23,289,-0.39
51,with,20869,9.69,29,289,-0.42
52,of,169492,78.69,171,289,-0.88
53,and,70715,32.83,48,289,-1.45
