No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,due,1858,0.92,47,279,3.67
2,that,31072,15.43,746,279,3.60
3,this,21873,10.86,195,279,2.17
4,in,85282,42.35,604,279,1.83
5,only,6035,3.00,33,279,1.46
6,by,27397,13.61,144,279,1.40
7,if,5658,2.81,28,279,1.32
8,is,51683,25.67,233,279,1.18
9,from,20649,10.25,93,279,1.18
10,all,5972,2.97,26,279,1.13
11,they,6929,3.44,30,279,1.12
12,when,6946,3.45,30,279,1.12
13,has,7563,3.76,32,279,1.09
14,no,6431,3.19,26,279,1.03
15,there,6622,3.29,24,279,0.87
16,these,10354,5.14,35,279,0.77
17,to,68093,33.82,227,279,0.75
18,i,11740,5.83,37,279,0.67
19,the,336662,167.19,1030,279,0.62
20,we,12799,6.36,39,279,0.62
21,not,11818,5.87,36,279,0.62
22,we,12799,6.36,37,279,0.54
23,it,24663,12.25,71,279,0.54
24,is,51683,25.67,148,279,0.53
25,but,13285,6.60,37,279,0.49
26,was,18495,9.18,50,279,0.44
27,an,10012,4.97,26,279,0.39
28,have,12776,6.34,33,279,0.38
29,which,25269,12.55,63,279,0.33
30,it,24663,12.25,61,279,0.32
31,in,85282,42.35,209,279,0.30
32,have,12776,6.34,31,279,0.29
33,be,23747,11.79,57,279,0.27
34,a,67481,33.51,152,279,0.18
35,not,11818,5.87,26,279,0.15
36,for,15549,7.72,34,279,0.14
37,this,21873,10.86,47,279,0.11
38,was,18495,9.18,39,279,0.09
39,the,336662,167.19,699,279,0.06
40,are,23516,11.68,48,279,0.04
41,by,27397,13.61,55,279,0.02
42,as,28625,14.22,54,279,-0.07
43,as,28625,14.22,54,279,-0.07
44,to,68093,33.82,128,279,-0.08
45,a,67481,33.51,124,279,-0.11
46,which,25269,12.55,46,279,-0.13
47,with,26053,12.94,47,279,-0.14
48,are,23516,11.68,42,279,-0.15
49,of,186203,92.47,329,279,-0.17
50,be,23747,11.79,41,279,-0.20
51,at,18186,9.03,28,279,-0.37
52,and,87375,43.39,133,279,-0.38
53,with,26053,12.94,38,279,-0.45
54,on,26312,13.07,30,279,-0.80
55,on,26312,13.07,29,279,-0.85
56,of,186203,92.47,189,279,-0.97
57,that,31072,15.43,31,279,-0.99
58,and,87375,43.39,51,279,-1.77
