No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,27931,12.60,428,297,3.09
2,in,80566,36.35,703,297,2.27
3,this,17548,7.92,149,297,2.23
4,if,5968,2.69,40,297,1.89
5,is,42273,19.07,191,297,1.32
6,being,5794,2.61,24,297,1.20
7,from,20277,9.15,81,297,1.15
8,being,5794,2.61,23,297,1.14
9,we,10700,4.83,41,297,1.09
10,has,6127,2.76,23,297,1.06
11,no,7162,3.23,26,297,1.01
12,is,42273,19.07,147,297,0.95
13,not,11053,4.99,34,297,0.77
14,these,8723,3.94,25,297,0.67
15,two,8387,3.78,24,297,0.67
16,have,11629,5.25,33,297,0.65
17,as,25746,11.61,69,297,0.57
18,but,11251,5.08,30,297,0.56
19,are,19469,8.78,51,297,0.54
20,be,24936,11.25,64,297,0.51
21,by,29250,13.20,75,297,0.51
22,which,26619,12.01,68,297,0.50
23,it,24362,10.99,62,297,0.50
24,it,24362,10.99,61,297,0.47
25,the,306370,138.21,713,297,0.37
26,this,17548,7.92,37,297,0.22
27,the,306370,138.21,635,297,0.20
28,for,16074,7.25,33,297,0.19
29,to,63100,28.47,129,297,0.18
30,a,62093,28.01,126,297,0.17
31,to,63100,28.47,124,297,0.12
32,a,62093,28.01,122,297,0.12
33,be,24936,11.25,47,297,0.06
34,i,12225,5.52,23,297,0.06
35,in,80566,36.35,141,297,-0.04
36,was,14483,6.53,25,297,-0.06
37,was,14483,6.53,25,297,-0.06
38,of,190748,86.05,326,297,-0.08
39,which,26619,12.01,45,297,-0.09
40,by,29250,13.20,48,297,-0.14
41,for,16074,7.25,26,297,-0.16
42,that,27931,12.60,40,297,-0.33
43,at,18861,8.51,26,297,-0.39
44,are,19469,8.78,26,297,-0.43
45,with,24009,10.83,32,297,-0.44
46,and,82056,37.02,107,297,-0.47
47,as,25746,11.61,33,297,-0.49
48,with,24009,10.83,30,297,-0.53
49,of,190748,86.05,189,297,-0.86
50,and,82056,37.02,62,297,-1.26
