No.,Word,Total no. in whole corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,regarding,13,0.01,2,5,7.76
2,spite,17,0.01,2,10,7.38
3,striking,26,0.02,3,7,7.35
4,supported,36,0.03,4,9,7.29
5,peculiar,23,0.02,2,9,6.94
6,due,108,0.08,4,15,5.71
7,nearly,65,0.05,2,13,5.44
8,longitudinal,71,0.05,2,13,5.31
9,important,73,0.05,2,14,5.27
10,In,1019,0.72,21,15,4.86
11,new,113,0.08,2,14,4.64
12,These,200,0.14,3,15,4.40
13,account,137,0.10,2,15,4.37
14,point,243,0.17,3,15,4.12
15,three,177,0.13,2,15,4.00
16,view,207,0.15,2,15,3.77
17,possible,248,0.18,2,15,3.51
18,This,537,0.38,4,15,3.40
19,first,314,0.22,2,15,3.17
20,however,342,0.24,2,5,3.05
