No.,Word,Total no. in whole corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,discloses,4,0.00,2,2,9.32
2,notwithstanding,6,0.00,3,3,9.32
3,borne,34,0.03,8,14,8.23
4,stelar,10,0.01,2,2,7.99
5,emerge,19,0.01,3,8,7.65
6,exist,37,0.03,5,12,7.43
7,curious,15,0.01,2,5,7.41
8,disclosed,17,0.01,2,4,7.23
9,supported,42,0.03,3,15,6.51
10,spite,31,0.02,2,11,6.36
11,physiology,34,0.03,2,9,6.23
12,contrary,35,0.03,2,6,6.19
13,noticed,58,0.05,3,10,6.04
14,stele,112,0.09,5,2,5.83
15,theoretical,45,0.04,2,10,5.82
16,explained,48,0.04,2,21,5.73
17,That,52,0.04,2,16,5.62
18,concerning,57,0.04,2,11,5.48
19,interesting,58,0.05,2,18,5.46
20,apparent,105,0.08,3,20,5.19
