No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,respecting,90,0.06,6,38,6.74
2,new,301,0.19,6,62,5.00
3,matter,400,0.25,5,49,4.33
