No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,interesting,119,0.12,6,52,5.65
2,stated,209,0.21,9,60,5.42
3,proved,128,0.13,5,52,5.28
4,important,162,0.16,5,63,4.94
5,remarkable,169,0.17,5,67,4.88
6,preceding,360,0.36,7,83,4.27
7,general,473,0.48,8,89,4.07
8,appears,504,0.51,5,96,3.30
9,many,512,0.52,5,99,3.28
10,however,556,0.56,5,68,3.16
