https://example.com/collocation-analysis
There are 1851232 different words in your collocation database for "fact". (Your query returned 1294 matches in 285 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	curious	175	0.06	13	69	6.87
2	interesting	255	0.08	16	106	6.62
3	that	18706	5.95	112	267	3.23
4	this	11088	3.53	52	264	2.88
5	in	45457	14.46	205	284	2.83
6	if	3902	1.24	14	243	2.50
7	is	22452	7.14	56	281	1.97
8	is	22452	7.14	52	281	1.86
9	but	7009	2.23	13	259	1.54
10	a	36828	11.72	64	283	1.45
11	which	18096	5.76	29	266	1.33
12	by	17911	5.70	25	284	1.13
13	i	11204	3.56	15	270	1.07
14	are	10021	3.19	13	277	1.03
15	from	12499	3.98	15	270	0.92
16	the	184260	58.63	199	285	0.76
17	it	17480	5.56	18	265	0.69
18	by	17911	5.70	18	284	0.66
19	that	18706	5.95	17	267	0.51
20	to	41494	13.20	35	284	0.41
21	in	45457	14.46	34	284	0.23
22	the	184260	58.63	137	285	0.22
23	a	36828	11.72	27	283	0.20
24	and	47786	15.20	23	284	-0.40
25	of	105372	33.53	46	285	-0.54
26	and	47786	15.20	15	284	-1.02
27	of	105372	33.53	31	285	-1.11
