No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,1933,0.25,22,197,4.48
2,these,8700,1.11,75,212,4.08
3,have,10816,1.38,30,217,2.44
4,which,23366,2.99,45,219,1.91
5,are,20003,2.56,35,217,1.77
6,that,28688,3.67,46,218,1.65
7,with,23652,3.02,26,218,1.10
8,to,61475,7.86,63,221,1.00
9,be,23136,2.96,22,218,0.89
10,the,313765,40.11,287,222,0.84
11,in,77729,9.94,68,222,0.77
12,to,61475,7.86,40,221,0.35
13,of,170122,21.75,104,222,0.26
14,of,170122,21.75,69,222,-0.33
15,the,313765,40.11,122,222,-0.40
16,and,79992,10.23,28,221,-0.55
17,a,64867,8.29,22,219,-0.59
18,and,79992,10.23,25,221,-0.71
