No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,17,0.00,7,16,8.88
2,recorded,89,0.02,11,35,7.14
3,certainty,60,0.01,7,32,7.06
4,foregoing,71,0.02,7,31,6.82
5,detailed,79,0.02,7,34,6.66
6,ascertained,195,0.04,7,74,5.36
7,stated,308,0.07,9,97,5.06
8,known,392,0.09,10,106,4.87
9,appear,656,0.14,10,134,4.12
10,many,843,0.18,9,152,3.61
11,new,767,0.17,8,117,3.58
12,these,5014,1.10,46,191,3.39
13,number,921,0.20,8,140,3.31
14,now,1455,0.32,12,175,3.24
15,some,2229,0.49,15,189,2.94
16,observed,1391,0.30,9,134,2.89
17,following,1167,0.26,7,166,2.78
18,about,1302,0.28,7,158,2.62
19,i,8459,1.85,37,197,2.32
20,will,2629,0.57,10,182,2.12
21,have,6245,1.36,23,197,2.07
22,made,1954,0.43,7,171,2.03
23,any,2395,0.52,8,185,1.93
24,which,14359,3.14,46,203,1.87
25,all,2626,0.57,7,183,1.61
26,but,5356,1.17,12,197,1.36
27,are,8089,1.77,18,204,1.35
28,that,14254,3.12,30,199,1.27
29,not,5643,1.23,10,199,1.02
30,been,3965,0.87,7,197,1.01
31,from,11141,2.43,19,201,0.96
32,to,32915,7.19,54,209,0.91
33,it,12991,2.84,21,204,0.89
34,were,4405,0.96,7,191,0.86
35,be,11463,2.51,18,205,0.84
36,this,9249,2.02,14,199,0.79
37,with,12126,2.65,18,208,0.76
38,are,8089,1.77,12,204,0.76
39,the,149593,32.69,204,210,0.64
40,in,39443,8.62,53,210,0.62
41,to,32915,7.19,43,209,0.58
42,or,7707,1.68,10,203,0.57
43,have,6245,1.36,8,197,0.55
44,with,12126,2.65,15,208,0.50
45,as,12677,2.77,15,207,0.44
46,and,38157,8.34,42,210,0.33
47,by,17151,3.75,18,209,0.26
48,of,88046,19.24,91,210,0.24
49,on,11701,2.56,12,209,0.23
50,for,6930,1.51,7,208,0.21
51,as,12677,2.77,11,207,-0.01
52,by,17151,3.75,13,209,-0.21
53,and,38157,8.34,28,210,-0.25
54,a,27582,6.03,19,209,-0.34
55,on,11701,2.56,8,209,-0.35
56,the,149593,32.69,96,210,-0.45
57,that,14254,3.12,9,199,-0.47
58,be,11463,2.51,7,205,-0.52
59,in,39443,8.62,24,210,-0.52
60,a,27582,6.03,16,209,-0.59
61,is,17265,3.77,9,209,-0.75
62,is,17265,3.77,9,209,-0.75
63,of,88046,19.24,43,210,-0.84
