No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,13079,1.50,97,313,4.01
2,have,17480,2.01,30,314,1.90
3,are,31694,3.65,52,315,1.83
4,that,46589,5.36,72,315,1.75
5,which,35776,4.12,52,315,1.66
6,from,29983,3.45,39,315,1.50
7,with,36286,4.17,40,317,1.26
8,to,100642,11.58,97,316,1.07
9,it,35049,4.03,32,316,0.99
10,with,36286,4.17,33,317,0.98
11,be,40902,4.70,36,317,0.94
12,the,487601,56.09,389,316,0.79
13,as,41707,4.80,31,316,0.69
14,to,100642,11.58,69,316,0.58
15,in,121068,13.93,68,317,0.29
16,of,277789,31.95,153,317,0.26
17,of,277789,31.95,112,317,-0.19
18,and,117765,13.55,45,317,-0.27
19,the,487601,56.09,184,316,-0.29
20,in,121068,13.93,34,317,-0.71
21,a,116332,13.38,28,317,-0.93
22,and,117765,13.55,27,317,-1.00
