No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,known,956,0.13,19,174,5.23
2,following,1988,0.26,22,199,4.38
3,these,8887,1.18,74,214,3.97
4,all,5738,0.76,25,213,3.04
5,have,11464,1.52,30,219,2.30
6,are,19949,2.65,38,218,1.84
7,which,24053,3.19,41,220,1.68
8,we,12503,1.66,21,202,1.66
9,that,31420,4.17,46,219,1.46
10,with,24227,3.22,32,219,1.31
11,to,67046,8.90,77,221,1.11
12,as,28307,3.76,28,220,0.90
13,it,25333,3.36,24,219,0.83
14,the,333462,44.28,300,222,0.76
15,by,28148,3.74,23,222,0.62
16,be,25934,3.44,21,219,0.61
17,in,79960,10.62,62,222,0.55
18,to,67046,8.90,44,221,0.31
19,of,182658,24.26,114,223,0.23
20,and,82270,10.93,35,223,-0.32
21,of,182658,24.26,75,223,-0.37
22,the,333462,44.28,131,222,-0.44
23,and,82270,10.93,30,223,-0.54
24,in,79960,10.62,18,222,-1.24
