No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,2992,0.19,14,341,4.24
2,which,12279,0.76,12,404,1.98
3,i,11649,0.72,10,421,1.79
4,as,10575,0.66,8,407,1.61
5,to,28555,1.77,20,431,1.50
6,that,14952,0.93,8,413,1.11
7,to,28555,1.77,14,431,0.98
8,a,25153,1.56,10,442,0.68
9,a,25153,1.56,9,442,0.53
10,of,62318,3.86,20,441,0.37
11,the,107307,6.65,29,443,0.13
12,in,27630,1.71,7,439,0.03
13,and,31066,1.92,7,435,-0.14
14,of,62318,3.86,12,441,-0.36
15,the,107307,6.65,15,443,-0.83
