No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,445,0.11,22,125,5.66
2,prove,262,0.06,11,101,5.43
3,preceding,655,0.16,12,154,4.23
4,us,583,0.14,10,140,4.13
5,many,1151,0.28,18,194,4.00
6,connected,750,0.18,10,130,3.77
7,these,5448,1.33,71,255,3.74
8,paper,1010,0.25,12,180,3.60
9,appears,1162,0.28,13,202,3.52
10,such,2060,0.50,15,215,2.90
11,general,1275,0.31,9,180,2.85
12,some,2477,0.60,17,240,2.81
13,whole,1505,0.37,10,215,2.77
14,have,7683,1.88,46,262,2.62
15,all,3695,0.90,19,245,2.40
16,been,4607,1.12,21,262,2.22
17,from,12499,3.05,54,270,2.15
18,i,11204,2.74,45,270,2.04
19,which,18096,4.42,72,266,2.03
20,are,10021,2.45,37,277,1.92
21,other,4774,1.17,16,254,1.78
22,we,5594,1.37,17,228,1.64
23,that,18706,4.57,51,267,1.48
24,may,5276,1.29,14,260,1.44
25,will,4211,1.03,10,244,1.28
26,with,13682,3.34,32,281,1.26
27,by,17911,4.37,34,284,0.96
28,with,13682,3.34,23,281,0.78
29,to,41494,10.13,68,284,0.75
30,in,45457,11.10,70,284,0.66
31,the,184260,44.99,278,285,0.63
32,not,7517,1.84,11,260,0.58
33,it,17480,4.27,25,265,0.55
34,on,12682,3.10,18,285,0.54
35,of,105372,25.73,149,285,0.53
36,this,11088,2.71,15,264,0.47
37,as,14939,3.65,19,269,0.38
38,be,16216,3.96,20,273,0.34
39,by,17911,4.37,22,284,0.33
40,as,14939,3.65,18,269,0.30
41,this,11088,2.71,13,264,0.26
42,or,9745,2.38,11,268,0.21
43,are,10021,2.45,11,277,0.17
44,and,47786,11.67,49,284,0.07
45,that,18706,4.57,19,267,0.06
46,to,41494,10.13,41,284,0.02
47,the,184260,44.99,138,285,-0.38
48,is,22452,5.48,15,281,-0.55
49,a,36828,8.99,24,283,-0.58
50,of,105372,25.73,51,285,-1.01
51,and,47786,11.67,21,284,-1.15
52,a,36828,8.99,16,283,-1.17
53,in,45457,11.10,19,284,-1.22
