No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,detailed,81,0.02,8,36,6.78
2,recorded,129,0.03,10,43,6.43
3,additional,178,0.04,8,79,5.65
4,stated,325,0.07,11,108,5.24
5,important,316,0.07,8,105,4.82
6,appear,700,0.16,10,138,3.99
7,these,5144,1.15,60,205,3.70
8,described,909,0.20,10,136,3.61
9,new,732,0.16,8,122,3.61
10,many,803,0.18,8,160,3.47
11,number,970,0.22,8,149,3.20
12,following,1257,0.28,10,176,3.15
13,some,2178,0.49,17,204,3.12
14,now,1442,0.32,11,185,3.09
15,i,8405,1.89,36,208,2.25
16,have,6393,1.44,25,211,2.12
17,which,14873,3.34,56,216,2.07
18,will,2671,0.60,10,192,2.06
19,been,3979,0.89,12,210,1.75
20,all,2665,0.60,8,197,1.74
21,are,8690,1.95,24,216,1.62
22,from,11924,2.68,27,214,1.33
23,that,14414,3.24,30,214,1.21
24,not,5686,1.28,11,213,1.11
25,as,13108,2.94,24,220,1.03
26,or,7972,1.79,14,215,0.97
27,this,9326,2.09,16,213,0.93
28,it,13033,2.93,21,218,0.84
29,to,33656,7.55,54,222,0.84
30,but,5336,1.20,8,212,0.74
31,with,12110,2.72,17,220,0.64
32,the,158779,35.64,218,223,0.61
33,in,41523,9.32,55,223,0.56
34,with,12110,2.72,16,220,0.56
35,to,33656,7.55,42,222,0.47
36,on,12095,2.71,15,222,0.47
37,are,8690,1.95,10,216,0.36
38,of,94965,21.32,109,223,0.35
39,be,11596,2.60,12,218,0.20
40,and,39810,8.94,38,223,0.09
41,a,28466,6.39,27,221,0.08
42,it,13033,2.93,12,218,0.04
43,by,17570,3.94,16,222,0.02
44,by,17570,3.94,16,222,0.02
45,be,11596,2.60,8,218,-0.38
46,as,13108,2.94,9,220,-0.39
47,and,39810,8.94,27,223,-0.40
48,the,158779,35.64,104,223,-0.46
49,that,14414,3.24,9,214,-0.52
50,in,41523,9.32,25,223,-0.58
51,of,94965,21.32,53,223,-0.69
52,a,28466,6.39,15,221,-0.77
53,is,18152,4.07,9,222,-0.86
