No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,2111,0.24,19,252,4.32
2,these,10370,1.17,78,284,4.06
3,all,6197,0.70,22,285,2.98
4,have,13146,1.48,36,292,2.60
5,which,26391,2.98,61,303,2.36
6,i,11166,1.26,19,278,1.92
7,that,33139,3.74,53,296,1.83
8,are,25260,2.85,33,299,1.53
9,to,71124,8.02,67,304,1.06
10,with,27589,3.11,25,298,1.01
11,be,26746,3.02,23,300,0.93
12,it,26075,2.94,20,300,0.77
13,the,361649,40.77,273,305,0.74
14,as,31116,3.51,23,301,0.71
15,by,29587,3.34,21,303,0.65
16,in,88888,10.02,59,305,0.56
17,of,194393,21.91,105,305,0.26
18,to,71124,8.02,38,304,0.24
19,of,194393,21.91,76,305,-0.21
20,the,361649,40.77,125,305,-0.38
21,and,94626,10.67,29,304,-0.56
22,a,73600,8.30,20,303,-0.73
23,and,94626,10.67,23,304,-0.89
24,in,88888,10.02,19,305,-1.08
