No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,438,0.10,24,120,5.88
2,prove,225,0.05,8,94,5.26
3,ascertained,282,0.07,8,101,4.93
4,show,410,0.10,8,136,4.39
5,preceding,739,0.17,12,152,4.13
6,many,992,0.23,16,183,4.12
7,known,581,0.14,8,143,3.89
8,paper,997,0.23,13,177,3.81
9,appears,1013,0.24,13,199,3.79
10,these,4960,1.15,59,253,3.68
11,general,1188,0.28,11,164,3.32
12,such,1884,0.44,15,213,3.10
13,whole,1318,0.31,10,208,3.03
14,have,7054,1.64,45,264,2.78
15,following,1473,0.34,8,231,2.55
16,been,4390,1.02,22,263,2.43
17,from,11937,2.78,56,273,2.33
18,all,3328,0.77,15,239,2.28
19,my,1839,0.43,8,229,2.23
20,some,2305,0.54,10,240,2.22
21,i,10661,2.48,43,270,2.12
22,which,16288,3.79,64,265,2.08
23,other,4181,0.97,16,250,2.04
24,are,9000,2.09,31,280,1.89
25,we,5072,1.18,14,225,1.57
26,that,17113,3.98,47,268,1.56
27,will,3802,0.88,10,241,1.50
28,may,4756,1.11,10,258,1.18
29,were,4339,1.01,8,237,0.99
30,by,16578,3.86,30,288,0.96
31,with,12673,2.95,22,282,0.90
32,this,10382,2.41,17,264,0.82
33,to,38473,8.95,60,288,0.75
34,on,11935,2.78,18,287,0.70
35,in,41610,9.68,62,288,0.68
36,the,170634,39.68,250,289,0.66
37,not,6887,1.60,10,259,0.64
38,of,97346,22.64,138,289,0.61
39,as,13469,3.13,19,272,0.60
40,with,12673,2.95,17,282,0.53
41,or,8666,2.02,11,264,0.45
42,as,13469,3.13,17,272,0.44
43,this,10382,2.41,13,264,0.43
44,by,16578,3.86,19,288,0.30
45,be,14809,3.44,16,273,0.22
46,it,15783,3.67,17,265,0.21
47,and,44247,10.29,43,288,0.06
48,i,10661,2.48,10,270,0.01
49,that,17113,3.98,14,268,-0.19
50,to,38473,8.95,31,288,-0.21
51,the,170634,39.68,118,289,-0.43
52,is,20130,4.68,13,282,-0.53
53,a,33755,7.85,21,285,-0.58
54,and,44247,10.29,24,288,-0.78
55,it,15783,3.67,8,265,-0.88
56,of,97346,22.64,46,289,-0.98
57,in,41610,9.68,16,288,-1.27
58,a,33755,7.85,11,285,-1.51
