No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,26,0.00,6,22,8.33
2,certainty,44,0.01,6,21,7.57
3,stated,163,0.03,9,63,6.26
4,explain,116,0.02,5,63,5.91
5,respecting,206,0.04,5,103,5.08
6,ascertained,253,0.05,6,91,5.05
7,many,599,0.11,11,193,4.68
8,few,362,0.07,5,163,4.27
9,these,2650,0.48,33,252,4.12
10,new,809,0.15,10,139,4.11
11,some,1685,0.30,12,251,3.31
12,have,5019,0.90,25,268,2.79
13,been,2892,0.52,14,264,2.75
14,which,10267,1.84,42,271,2.51
15,all,1945,0.35,6,233,2.10
16,other,2396,0.43,7,252,2.02
17,that,11194,2.01,28,266,1.80
18,from,7235,1.30,17,275,1.71
19,were,2729,0.49,6,240,1.61
20,are,4967,0.89,9,257,1.33
21,i,7197,1.29,13,274,1.33
22,or,4597,0.83,8,268,1.28
23,are,4967,0.89,7,257,0.97
24,to,24125,4.33,32,278,0.88
25,not,4200,0.75,5,258,0.73
26,it,11034,1.98,13,267,0.71
27,with,7232,1.30,8,272,0.62
28,the,99056,17.79,103,288,0.53
29,as,8060,1.45,8,269,0.47
30,of,62487,11.22,62,285,0.47
31,that,11194,2.01,10,266,0.31
32,be,10420,1.87,9,274,0.27
33,with,7232,1.30,6,272,0.21
34,this,7424,1.33,6,271,0.17
35,in,23882,4.29,19,284,0.15
36,and,25990,4.67,19,287,0.03
37,by,11192,2.01,8,284,-0.01
38,by,11192,2.01,8,284,-0.01
39,a,22405,4.02,14,289,-0.20
40,and,25990,4.67,16,287,-0.22
41,to,24125,4.33,14,278,-0.31
42,the,99056,17.79,49,288,-0.54
43,which,10267,1.84,5,271,-0.56
44,of,62487,11.22,30,285,-0.58
45,is,13393,2.40,6,279,-0.68
46,in,23882,4.29,8,284,-1.10
47,a,22405,4.02,7,289,-1.20
