No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,8755,1.07,68,231,3.99
2,all,5860,0.71,16,230,2.49
3,have,11536,1.41,23,230,2.03
4,are,22833,2.78,38,229,1.77
5,with,22822,2.78,33,231,1.57
6,that,31920,3.89,44,230,1.50
7,we,12618,1.54,17,222,1.47
8,which,23109,2.82,27,231,1.26
9,from,20363,2.48,20,233,1.01
10,the,314983,38.39,298,232,0.96
11,to,64712,7.89,60,233,0.93
12,be,25119,3.06,23,232,0.91
13,it,23463,2.86,19,229,0.73
14,as,26167,3.19,20,231,0.65
15,on,23580,2.87,18,233,0.65
16,of,174843,21.31,131,233,0.62
17,with,22822,2.78,16,231,0.52
18,in,86701,10.57,59,233,0.48
19,by,27607,3.36,17,230,0.34
20,the,314983,38.39,151,232,-0.02
21,to,64712,7.89,31,233,-0.03
22,and,80624,9.83,37,233,-0.09
23,is,50606,6.17,22,231,-0.17
24,of,174843,21.31,58,233,-0.56
25,in,86701,10.57,27,233,-0.65
26,and,80624,9.83,22,233,-0.84
27,a,77503,9.45,19,233,-0.99
28,a,77503,9.45,18,233,-1.07
