No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,10679,1.24,89,286,4.17
2,all,7377,0.86,20,284,2.55
3,have,14226,1.65,26,285,1.98
4,are,26790,3.11,48,286,1.95
5,that,39090,4.53,56,286,1.63
6,with,28617,3.32,38,288,1.52
7,which,28109,3.26,30,287,1.20
8,be,31942,3.70,31,289,1.07
9,from,24442,2.83,23,288,1.02
10,to,81080,9.40,71,289,0.92
11,the,390379,45.25,336,288,0.89
12,with,28617,3.32,24,288,0.86
13,it,28267,3.28,22,286,0.75
14,on,29856,3.46,22,290,0.67
15,of,217885,25.25,155,290,0.62
16,as,32355,3.75,23,288,0.62
17,in,104698,12.14,62,290,0.35
18,to,81080,9.40,43,289,0.19
19,and,98512,11.42,47,290,0.04
20,the,390379,45.25,178,288,-0.02
21,of,217885,25.25,80,290,-0.34
22,in,104698,12.14,35,290,-0.47
23,is,61027,7.07,20,288,-0.50
24,and,98512,11.42,24,290,-0.93
25,a,97771,11.33,20,290,-1.18
