No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,8430,1.37,91,281,4.06
2,have,11144,1.81,37,291,2.36
3,been,6696,1.09,21,280,2.27
4,which,26333,4.27,63,295,1.88
5,from,19135,3.10,44,295,1.83
6,i,12728,2.06,26,284,1.66
7,are,16759,2.72,30,292,1.46
8,that,27183,4.41,48,295,1.44
9,to,61293,9.94,94,298,1.24
10,with,21392,3.47,26,297,0.91
11,as,24080,3.90,27,295,0.79
12,the,288950,46.86,292,300,0.64
13,by,26959,4.37,27,299,0.63
14,be,25591,4.15,23,295,0.47
15,by,26959,4.37,24,299,0.46
16,this,16126,2.62,14,294,0.42
17,in,74868,12.14,63,299,0.38
18,to,61293,9.94,49,298,0.30
19,of,178385,28.93,132,300,0.19
20,it,23824,3.86,17,294,0.14
21,with,21392,3.47,15,297,0.11
22,that,27183,4.41,15,295,-0.23
23,and,74455,12.07,41,300,-0.24
24,the,288950,46.86,148,300,-0.34
25,a,57723,9.36,28,296,-0.42
26,and,74455,12.07,35,300,-0.46
27,is,37663,6.11,17,295,-0.52
28,of,178385,28.93,78,300,-0.57
29,in,74868,12.14,28,299,-0.79
30,a,57723,9.36,21,296,-0.83
