No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,1999,0.21,18,218,4.40
2,these,9158,0.98,66,228,4.08
3,may,7470,0.80,16,225,2.33
4,have,11634,1.24,23,228,2.21
5,that,32436,3.47,51,228,1.88
6,are,23996,2.56,29,227,1.50
7,with,23274,2.49,26,228,1.39
8,from,21550,2.30,23,229,1.32
9,which,23987,2.56,25,228,1.29
10,be,26327,2.81,26,229,1.21
11,to,67693,7.23,56,229,0.95
12,by,27867,2.98,22,228,0.89
13,the,325426,34.77,251,228,0.85
14,it,23684,2.53,17,227,0.75
15,on,24000,2.56,16,229,0.64
16,of,178863,19.11,109,229,0.51
17,in,90657,9.69,48,229,0.31
18,to,67693,7.23,31,229,0.10
19,the,325426,34.77,125,228,-0.15
20,is,52318,5.59,19,229,-0.23
21,and,80933,8.65,24,229,-0.53
22,a,75966,8.12,22,229,-0.56
23,of,178863,19.11,50,229,-0.61
24,and,80933,8.65,19,229,-0.86
25,in,90657,9.69,19,229,-1.03
