No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,10354,1.42,86,262,3.92
2,all,5972,0.82,29,262,3.14
3,have,12776,1.76,42,268,2.58
4,other,6445,0.89,20,266,2.50
5,which,25269,3.48,68,278,2.29
6,been,7124,0.98,17,261,2.12
7,i,11740,1.62,24,254,1.89
8,that,31072,4.28,47,271,1.46
9,be,23747,3.27,35,276,1.42
10,with,26053,3.58,35,275,1.29
11,to,68093,9.37,84,279,1.16
12,are,23516,3.24,29,276,1.16
13,by,27397,3.77,29,277,0.94
14,it,24663,3.39,26,276,0.94
15,as,28627,3.94,28,276,0.83
16,by,27397,3.77,26,277,0.79
17,the,336662,46.33,299,279,0.69
18,with,26053,3.58,21,275,0.55
19,this,21873,3.01,17,277,0.50
20,from,20649,2.84,16,277,0.49
21,in,85282,11.74,64,279,0.45
22,to,68093,9.37,49,279,0.39
23,of,186203,25.62,127,279,0.31
24,that,31072,4.28,18,271,0.07
25,the,336662,46.33,141,279,-0.39
26,of,186203,25.62,74,279,-0.47
27,and,87375,12.02,34,278,-0.50
28,a,67481,9.29,24,278,-0.63
29,and,87375,12.02,30,278,-0.68
30,is,51690,7.11,17,278,-0.74
31,in,85282,11.74,23,279,-1.03
