No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,2277,0.32,22,219,4.13
2,these,10202,1.41,89,237,3.98
3,all,6543,0.91,26,237,2.84
4,have,13155,1.82,34,240,2.22
5,are,23978,3.32,45,240,1.76
6,which,28279,3.91,51,241,1.70
7,we,13852,1.92,24,222,1.65
8,that,36293,5.02,52,240,1.37
9,with,27476,3.80,36,241,1.24
10,to,75852,10.50,88,242,1.07
11,from,23264,3.22,24,241,0.90
12,it,28761,3.98,28,240,0.81
13,be,29976,4.15,28,241,0.76
14,the,380948,52.71,354,243,0.75
15,as,32581,4.51,28,241,0.63
16,are,23978,3.32,20,240,0.59
17,by,32051,4.43,26,243,0.55
18,in,91800,12.70,71,243,0.48
19,to,75852,10.50,55,242,0.39
20,of,209530,28.99,140,244,0.27
21,and,93586,12.95,47,244,-0.14
22,of,209530,28.99,92,244,-0.33
23,the,380948,52.71,161,243,-0.39
24,and,93586,12.95,34,244,-0.61
25,in,91800,12.70,29,243,-0.81
26,a,83344,11.53,19,242,-1.28
