No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,23,0.01,8,20,8.40
2,recorded,90,0.02,14,31,7.24
3,certainty,60,0.02,8,32,7.02
4,respecting,141,0.04,10,65,6.11
5,additional,163,0.04,8,83,5.57
6,stated,418,0.11,18,110,5.39
7,prove,199,0.05,8,83,5.29
8,connected,487,0.13,14,97,4.80
9,known,441,0.11,10,111,4.46
10,preceding,513,0.13,9,111,4.09
11,these,5372,1.38,64,193,3.53
12,appears,965,0.25,11,157,3.47
13,many,1056,0.27,12,153,3.46
14,appear,757,0.19,8,139,3.36
15,new,768,0.20,8,125,3.34
16,observed,1215,0.31,11,142,3.14
17,some,2437,0.63,21,192,3.06
18,paper,1222,0.31,9,142,2.84
19,such,1663,0.43,10,177,2.55
20,now,1849,0.48,11,184,2.53
21,i,9649,2.48,48,207,2.27
22,have,7229,1.86,33,201,2.15
23,all,2996,0.77,13,188,2.07
24,from,11055,2.85,42,208,1.88
25,made,2122,0.55,8,177,1.87
26,which,16129,4.15,58,211,1.80
27,any,2742,0.71,8,195,1.50
28,are,8555,2.20,23,214,1.38
29,will,3437,0.89,9,193,1.35
30,that,16571,4.27,43,205,1.33
31,other,3888,1.00,10,198,1.32
32,with,12758,3.29,32,220,1.28
33,with,12758,3.29,29,220,1.14
34,but,5956,1.53,13,203,1.08
35,we,4622,1.19,10,176,1.07
36,be,13640,3.51,29,218,1.05
37,to,36060,9.29,69,222,0.89
38,been,4207,1.08,8,202,0.88
39,in,42388,10.92,80,221,0.87
40,it,15072,3.88,28,211,0.85
41,may,4360,1.12,8,197,0.83
42,are,8555,2.20,15,214,0.77
43,or,8235,2.12,14,213,0.72
44,this,10376,2.67,17,205,0.67
45,the,160019,41.21,260,222,0.66
46,not,6452,1.66,9,206,0.44
47,but,5956,1.53,8,203,0.38
48,by,17209,4.43,22,222,0.31
49,as,13863,3.57,17,217,0.25
50,of,93505,24.08,114,222,0.24
51,have,7229,1.86,8,201,0.10
52,by,17209,4.43,19,222,0.10
53,and,40584,10.45,43,222,0.04
54,to,36060,9.29,38,222,0.03
55,on,11616,2.99,12,220,0.00
56,as,13863,3.57,14,217,-0.03
57,that,16571,4.27,14,205,-0.29
58,i,9649,2.48,8,207,-0.31
59,the,160019,41.21,127,222,-0.38
60,a,30618,7.89,22,221,-0.52
61,on,11616,2.99,8,220,-0.58
62,is,19349,4.98,13,221,-0.62
63,in,42388,10.92,28,221,-0.64
64,it,15072,3.88,9,211,-0.79
65,and,40584,10.45,24,222,-0.80
66,be,13640,3.51,8,218,-0.81
67,a,30618,7.89,17,221,-0.89
68,is,19349,4.98,10,221,-1.00
69,of,93505,24.08,48,222,-1.00
