No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,354,0.07,12,119,5.34
2,appear,791,0.17,10,151,3.92
3,these,5679,1.19,66,215,3.80
4,described,974,0.20,11,149,3.76
5,following,1448,0.30,12,188,3.31
6,some,2338,0.49,18,215,3.20
7,now,1504,0.31,11,192,3.13
8,i,9259,1.93,36,219,2.22
9,have,7178,1.50,27,223,2.17
10,which,16703,3.49,59,227,2.08
11,will,3270,0.68,10,208,1.87
12,been,4495,0.94,13,222,1.79
13,are,9698,2.03,26,226,1.68
14,from,13289,2.77,28,225,1.33
15,that,16384,3.42,34,226,1.31
16,not,6535,1.36,11,223,1.01
17,as,15156,3.16,25,230,0.98
18,to,38511,8.04,59,232,0.88
19,or,9265,1.93,14,225,0.86
20,it,15373,3.21,21,228,0.71
21,this,10412,2.17,14,225,0.69
22,the,180187,37.63,235,234,0.64
23,by,19369,4.04,25,232,0.63
24,with,13769,2.88,17,231,0.56
25,in,47204,9.86,56,234,0.51
26,to,38511,8.04,45,232,0.48
27,on,13539,2.83,15,232,0.41
28,of,107498,22.45,118,234,0.39
29,with,13769,2.88,15,231,0.38
30,are,9698,2.03,10,226,0.30
31,and,46028,9.61,43,234,0.16
32,be,14124,2.95,13,229,0.14
33,by,19369,4.04,17,232,0.07
34,a,32561,6.80,28,231,0.04
35,it,15373,3.21,11,228,-0.22
36,a,32561,6.80,20,231,-0.44
37,the,180187,37.63,110,234,-0.45
38,as,15156,3.16,9,230,-0.49
39,in,47204,9.86,27,234,-0.55
40,and,46028,9.61,26,234,-0.56
41,of,107498,22.45,56,234,-0.68
42,is,21038,4.39,10,231,-0.81
