No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,8137,1.10,62,242,3.81
2,all,4992,0.68,25,243,3.21
3,have,10658,1.45,26,249,2.17
4,which,21188,2.87,42,258,1.87
5,i,10212,1.39,18,235,1.70
6,with,20213,2.74,32,255,1.54
7,that,24213,3.28,31,251,1.24
8,are,16741,2.27,21,256,1.21
9,be,19142,2.60,23,257,1.15
10,to,55447,7.52,66,258,1.13
11,by,22403,3.04,24,257,0.98
12,as,22813,3.09,23,256,0.89
13,by,22403,3.04,21,257,0.79
14,this,17094,2.32,16,257,0.79
15,with,20213,2.74,18,255,0.71
16,to,55447,7.52,49,258,0.70
17,from,18127,2.46,16,258,0.70
18,the,271179,36.79,235,259,0.68
19,are,16741,2.27,13,256,0.52
20,it,20674,2.80,16,257,0.51
21,in,68741,9.33,53,259,0.51
22,that,24213,3.28,17,251,0.37
23,of,154415,20.95,103,258,0.30
24,and,67666,9.18,38,258,0.05
25,the,271179,36.79,109,259,-0.43
26,is,40637,5.51,16,258,-0.46
27,and,67666,9.18,25,258,-0.55
28,of,154415,20.95,52,258,-0.69
29,a,55845,7.58,13,259,-1.22
30,in,68741,9.33,16,259,-1.22
