No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,already,971,0.13,14,202,4.74
2,these,7685,1.04,67,266,4.01
3,have,10534,1.42,39,276,2.78
4,been,6327,0.85,16,262,2.23
5,which,24237,3.27,45,278,1.78
6,from,17666,2.38,32,279,1.75
7,we,9395,1.27,15,245,1.57
8,that,25896,3.49,41,278,1.55
9,i,11911,1.61,17,269,1.40
10,are,15692,2.12,20,276,1.24
11,to,58231,7.85,67,282,1.09
12,with,20969,2.83,18,281,0.67
13,the,268552,36.21,230,283,0.67
14,be,23928,3.23,20,278,0.63
15,by,25928,3.50,20,283,0.52
16,with,20969,2.83,15,281,0.41
17,in,69636,9.39,47,282,0.32
18,to,58231,7.85,39,282,0.31
19,it,21557,2.91,14,277,0.27
20,as,22178,2.99,13,278,0.12
21,of,168389,22.70,97,283,0.10
22,by,25928,3.50,13,283,-0.11
23,the,268552,36.21,115,283,-0.33
24,and,70146,9.46,30,283,-0.33
25,and,70146,9.46,29,283,-0.38
26,is,35342,4.76,14,279,-0.45
27,of,168389,22.70,57,283,-0.67
28,a,56002,7.55,17,281,-0.83
29,in,69636,9.39,18,282,-1.06
30,a,56002,7.55,14,281,-1.11
