No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,6394,0.62,47,148,4.25
2,may,5697,0.55,12,149,2.45
3,are,17724,1.71,27,149,1.98
4,that,22344,2.16,31,150,1.84
5,with,16191,1.56,17,149,1.44
6,from,15498,1.50,16,150,1.42
7,which,16062,1.55,16,149,1.37
8,to,46382,4.48,46,150,1.36
9,be,18384,1.78,16,150,1.17
10,it,17389,1.68,12,150,0.84
11,the,236162,22.80,155,150,0.76
12,to,46382,4.48,28,150,0.64
13,in,63154,6.10,29,150,0.25
14,of,126883,12.25,57,150,0.22
15,the,236162,22.80,89,150,-0.04
16,a,54372,5.25,19,150,-0.14
17,in,63154,6.10,20,150,-0.29
18,of,126883,12.25,29,150,-0.76
19,and,58927,5.69,12,150,-0.92
20,and,58927,5.69,12,150,-0.92
