No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,7604,0.85,43,236,3.66
2,i,9494,1.06,18,239,2.09
3,which,22249,2.48,39,246,1.97
4,have,9836,1.10,17,245,1.95
5,from,17673,1.97,24,250,1.60
6,are,15701,1.75,17,245,1.28
7,that,22262,2.49,24,245,1.27
8,are,15701,1.75,16,245,1.19
9,with,19815,2.21,18,249,1.02
10,to,51403,5.74,43,249,0.91
11,by,24696,2.76,20,250,0.86
12,to,51403,5.74,41,249,0.84
13,it,20560,2.30,16,246,0.80
14,with,19815,2.21,15,249,0.76
15,as,21456,2.40,16,249,0.74
16,the,265043,29.59,194,251,0.71
17,be,19648,2.19,13,249,0.57
18,by,24696,2.76,15,250,0.44
19,in,66865,7.47,39,251,0.39
20,of,160162,17.88,75,250,0.07
21,the,265043,29.59,109,251,-0.12
22,and,68883,7.69,26,250,-0.24
23,of,160162,17.88,60,250,-0.25
24,and,68883,7.69,23,250,-0.42
25,in,66865,7.47,14,251,-1.09
