No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recorded,107,0.03,14,33,6.99
2,respecting,164,0.04,12,73,6.15
3,additional,162,0.04,8,82,5.58
4,prove,207,0.05,10,87,5.55
5,stated,426,0.11,18,108,5.36
6,connected,494,0.13,14,98,4.78
7,known,464,0.12,10,113,4.39
8,preceding,525,0.14,8,114,3.89
9,few,650,0.17,9,131,3.75
10,many,1095,0.28,13,156,3.53
11,appears,948,0.24,11,161,3.49
12,these,5451,1.40,63,198,3.49
13,appear,749,0.19,8,140,3.37
14,new,770,0.20,8,130,3.33
15,observed,1268,0.33,12,151,3.20
16,some,2461,0.63,19,194,2.91
17,paper,1212,0.31,9,146,2.85
18,such,1758,0.45,11,179,2.60
19,now,1914,0.49,11,186,2.48
20,my,1735,0.45,8,183,2.16
21,i,9683,2.49,41,211,2.04
22,have,7351,1.89,30,205,1.99
23,all,2979,0.77,12,193,1.97
24,from,11140,2.87,43,211,1.91
25,made,2138,0.55,8,178,1.86
26,which,16291,4.19,54,214,1.69
27,other,3954,1.02,12,202,1.56
28,any,2814,0.72,8,199,1.46
29,that,16670,4.29,45,208,1.39
30,will,3403,0.88,9,194,1.36
31,are,8857,2.28,23,219,1.33
32,with,12684,3.27,31,224,1.25
33,with,12684,3.27,29,224,1.15
34,we,4910,1.26,11,185,1.12
35,be,13743,3.54,30,222,1.08
36,but,6204,1.60,13,206,1.02
37,were,4424,1.14,9,202,0.98
38,to,36391,9.37,69,227,0.88
39,in,42898,11.04,80,226,0.86
40,been,4326,1.11,8,205,0.84
41,this,10530,2.71,19,208,0.81
42,may,4556,1.17,8,203,0.77
43,are,8857,2.28,15,219,0.72
44,it,15123,3.89,25,214,0.68
45,the,162075,41.73,259,227,0.63
46,as,13931,3.59,22,220,0.62
47,or,8319,2.14,12,217,0.49
48,not,6565,1.69,9,209,0.41
49,but,6204,1.60,8,206,0.32
50,by,17381,4.47,22,227,0.30
51,of,94257,24.27,110,227,0.18
52,to,36391,9.37,42,227,0.16
53,on,11725,3.02,13,225,0.11
54,by,17381,4.47,19,227,0.09
55,have,7351,1.89,8,205,0.08
56,and,41502,10.68,44,227,0.04
57,as,13931,3.59,13,220,-0.14
58,i,9683,2.49,9,211,-0.15
59,that,16670,4.29,15,208,-0.19
60,the,162075,41.73,134,227,-0.32
61,on,11725,3.02,8,225,-0.59
62,in,42898,11.04,28,226,-0.66
63,a,31571,8.13,20,225,-0.70
64,and,41502,10.68,26,227,-0.72
65,be,13743,3.54,8,222,-0.82
66,is,19461,5.01,11,225,-0.87
67,it,15123,3.89,8,214,-0.96
68,is,19461,5.01,10,225,-1.00
69,of,94257,24.27,48,227,-1.02
70,a,31571,8.13,15,225,-1.12
