No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,12051,1.40,90,300,4.01
2,are,28910,3.35,57,301,2.09
3,have,16469,1.91,27,300,1.82
4,which,31430,3.64,48,302,1.72
5,that,42753,4.95,59,301,1.58
6,with,32226,3.73,38,303,1.35
7,we,20853,2.41,24,290,1.31
8,from,26416,3.06,29,302,1.25
9,it,31770,3.68,32,302,1.12
10,as,37626,4.36,36,303,1.05
11,be,37518,4.34,35,304,1.01
12,to,91586,10.60,82,303,0.95
13,with,32226,3.73,28,303,0.91
14,the,432668,50.10,368,303,0.88
15,on,34052,3.94,22,304,0.48
16,of,244672,28.33,156,304,0.46
17,to,91586,10.60,55,303,0.37
18,in,112096,12.98,65,304,0.32
19,and,107902,12.49,47,304,-0.09
20,of,244672,28.33,98,304,-0.21
21,the,432668,50.10,170,303,-0.24
22,in,112096,12.98,31,304,-0.74
23,and,107902,12.49,25,304,-1.00
