No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,10042,1.18,81,262,4.10
2,all,7152,0.84,19,260,2.50
3,are,24311,2.85,54,262,2.24
4,have,13685,1.61,23,261,1.84
5,that,36109,4.24,55,262,1.70
6,which,25600,3.01,36,263,1.58
7,with,26830,3.15,29,265,1.20
8,be,30566,3.59,28,265,0.96
9,the,362916,42.61,320,265,0.91
10,to,77114,9.05,66,265,0.87
11,from,22503,2.64,19,264,0.85
12,it,26259,3.08,22,262,0.84
13,with,26830,3.15,22,265,0.80
14,as,30902,3.63,24,264,0.73
15,on,28588,3.36,21,266,0.65
16,of,206247,24.22,144,266,0.57
17,in,96855,11.37,63,266,0.47
18,to,77114,9.05,46,265,0.35
19,the,362916,42.61,156,265,-0.13
20,and,92511,10.86,38,266,-0.19
21,of,206247,24.22,78,266,-0.31
22,in,96855,11.37,29,266,-0.65
23,and,92511,10.86,21,266,-1.05
24,a,92953,10.91,20,266,-1.13
25,a,92953,10.91,20,266,-1.13
