Context,Word,File,Directory
"2. Cum ad fimpliciorem reducitur, facts divisiont numeratoris & denominatoris per",cum,rstl_1686_0031.txt,txt_rstl
"2. Cum ad fimpliciorem reducitur, facts divisiont numeratoris & denominatoris per",per,rstl_1686_0031.txt,txt_rstl
"2. Cum ad fimpliciorem reducitur, facts divisiont numeratoris & denominatoris per",ad,rstl_1686_0031.txt,txt_rstl
