Context,Word,File,Directory
"the greatest part of the Facts S . FR, . -_#",greatest,rstl_1720_0019.txt,txt_rstl
"the greatest part of the Facts S . FR, . -_#",part,rstl_1720_0019.txt,txt_rstl
"the greatest part of the Facts S . FR, . -_#",s,rstl_1720_0019.txt,txt_rstl
"the greatest part of the Facts S . FR, . -_#",of,rstl_1720_0019.txt,txt_rstl
"the greatest part of the Facts S . FR, . -_#",the,rstl_1720_0019.txt,txt_rstl
"the greatest part of the Facts S . FR, . -_#",the,rstl_1720_0019.txt,txt_rstl
"the greatest part of the Facts S . FR, . -_#",the,rstl_1720_0019.txt,txt_rstl
"the greatest part of the Facts S . FR, . -_#",the,rstl_1720_0019.txt,txt_rstl
