https://example.com/collocation-analysis
There are 4360368 different words in your collocation database for "fact". (Your query returned 9860 matches in 304 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	matter	1092	0.59	80	192	5.09
2	that	40974	22.00	1351	300	3.94
3	due	3159	1.70	93	275	3.78
4	they	6512	3.50	62	291	2.15
5	this	26266	14.10	209	300	1.89
6	in	107872	57.91	743	304	1.68
7	has	9259	4.97	51	298	1.36
8	all	7932	4.26	43	298	1.34
9	from	25420	13.65	126	302	1.21
10	by	37824	20.31	187	302	1.20
11	is	63574	34.13	282	301	1.05
12	it	29743	15.97	124	300	0.96
13	the	409212	219.70	1645	303	0.90
14	we	19284	10.35	77	291	0.89
15	as	35096	18.84	131	302	0.80
16	to	86747	46.57	312	303	0.74
17	not	16449	8.83	59	300	0.74
18	have	14989	8.05	52	299	0.69
19	is	63574	34.13	216	301	0.66
20	which	28946	15.54	97	301	0.64
21	are	26661	14.31	87	299	0.60
22	it	29743	15.97	82	300	0.36
23	be	34736	18.65	92	303	0.30
24	the	409212	219.70	1073	303	0.29
25	we	19284	10.35	49	291	0.24
26	this	26266	14.10	62	300	0.14
27	a	104150	55.92	240	304	0.10
28	for	27889	14.97	64	301	0.10
29	was	27689	14.87	61	297	0.04
30	with	30318	16.28	66	303	0.02
31	in	107872	57.91	233	304	0.01
32	be	34736	18.65	69	303	-0.11
33	as	35096	18.84	69	302	-0.13
34	with	30318	16.28	58	303	-0.17
35	by	37824	20.31	70	302	-0.21
36	was	27689	14.87	51	297	-0.22
37	at	26249	14.09	48	303	-0.23
38	and	102994	55.30	186	304	-0.25
39	to	86747	46.57	153	303	-0.28
40	of	232709	124.94	408	304	-0.29
41	a	104150	55.92	176	304	-0.35
42	are	26661	14.31	45	299	-0.35
43	on	32476	17.44	52	304	-0.42
44	of	232709	124.94	368	304	-0.44
45	and	102994	55.30	58	304	-1.93
