https://example.com/collocation-analysis
There are 1049749 different words in your collocation database for "fact". (Your query returned 973 matches in 279 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	this	7506	1.94	46	260	2.56
2	that	11347	2.94	55	257	2.23
3	in	23927	6.20	96	274	1.95
4	i	7486	1.94	21	265	1.44
5	is	13468	3.49	36	268	1.37
6	is	13468	3.49	34	268	1.28
7	be	10524	2.73	22	264	1.01
8	which	10394	2.69	21	261	0.96
9	by	11139	2.89	21	274	0.86
10	it	10938	2.83	19	258	0.75
11	the	97493	25.26	144	278	0.51
12	this	7506	1.94	11	260	0.50
13	was	6979	1.81	10	250	0.47
14	a	22218	5.76	30	279	0.38
15	which	10394	2.69	14	261	0.38
16	as	7896	2.05	10	261	0.29
17	and	25627	6.64	32	277	0.27
18	it	10938	2.83	13	258	0.20
19	to	24110	6.25	28	269	0.16
20	that	11347	2.94	13	257	0.14
21	be	10524	2.73	12	264	0.14
22	a	22218	5.76	25	279	0.12
23	to	24110	6.25	27	269	0.11
24	the	97493	25.26	97	278	-0.06
25	in	23927	6.20	22	274	-0.17
26	of	61339	15.89	56	275	-0.18
27	of	61339	15.89	41	275	-0.63
28	and	25627	6.64	17	277	-0.64
