https://example.com/collocation-analysis
There are 4617472 different words in your collocation database for "fact". (Your query returned 9293 matches in 278 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	matter	1681	0.85	72	179	4.41
2	that	43146	21.76	1251	276	3.85
3	due	3152	1.59	82	243	3.69
4	they	7189	3.63	60	274	2.05
5	this	27230	13.73	208	276	1.92
6	in	111135	56.06	747	277	1.74
7	there	8377	4.23	50	273	1.56
8	by	39894	20.12	199	278	1.31
9	is	70334	35.48	319	277	1.17
10	we	17186	8.67	73	260	1.07
11	from	27483	13.86	116	277	1.06
12	have	15599	7.87	60	276	0.93
13	it	33275	16.78	125	276	0.90
14	the	451173	227.57	1574	277	0.79
15	not	17122	8.64	57	276	0.72
16	is	70334	35.48	231	277	0.70
17	to	91726	46.27	288	277	0.64
18	as	38839	19.59	104	276	0.41
19	are	28528	14.39	67	275	0.22
20	it	33275	16.78	76	276	0.18
21	as	38839	19.59	87	276	0.15
22	the	451173	227.57	1010	277	0.15
23	by	39894	20.12	89	278	0.15
24	be	37214	18.77	83	277	0.14
25	be	37214	18.77	83	277	0.14
26	which	32806	16.55	70	276	0.08
27	a	103954	52.43	221	278	0.08
28	with	33045	16.67	68	277	0.03
29	in	111135	56.06	224	277	-0.00
30	was	26055	13.14	51	274	-0.04
31	at	26589	13.41	52	277	-0.04
32	this	27230	13.73	53	276	-0.05
33	are	28528	14.39	53	275	-0.12
34	and	108394	54.67	186	278	-0.23
35	of	255698	128.97	435	278	-0.25
36	with	33045	16.67	52	277	-0.36
37	to	91726	46.27	140	277	-0.40
38	a	103954	52.43	158	278	-0.41
39	of	255698	128.97	362	278	-0.51
40	and	108394	54.67	57	278	-1.94
