https://example.com/collocation-analysis
There are 1044202 different words in your collocation database for "fact". (Your query returned 908 matches in 226 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	this	7347	1.86	51	210	2.78
2	in	23934	6.05	83	223	1.78
3	i	7640	1.93	23	208	1.57
4	that	12293	3.11	37	208	1.57
5	is	12284	3.11	32	217	1.37
6	not	5007	1.27	12	199	1.24
7	as	7979	2.02	19	210	1.24
8	is	12284	3.11	29	217	1.22
9	be	10514	2.66	23	214	1.11
10	a	21080	5.33	46	225	1.11
11	but	4802	1.21	10	206	1.04
12	which	11291	2.85	20	207	0.81
13	as	7979	2.02	13	210	0.69
14	to	23826	6.02	37	219	0.62
15	by	11335	2.87	17	222	0.57
16	that	12293	3.11	18	208	0.53
17	be	10514	2.66	14	214	0.40
18	which	11291	2.85	14	207	0.29
19	the	93504	23.64	106	225	0.16
20	to	23826	6.02	26	219	0.11
21	it	12017	3.04	12	213	-0.02
22	it	12017	3.04	11	213	-0.14
23	the	93504	23.64	85	225	-0.15
24	a	21080	5.33	19	225	-0.17
25	of	63360	16.02	53	226	-0.27
26	and	27093	6.85	20	223	-0.45
27	in	23934	6.05	17	223	-0.51
28	and	27093	6.85	19	223	-0.53
29	of	63360	16.02	42	226	-0.61
