https://example.com/collocation-analysis
There are 3117674 different words in your collocation database for "fact". (Your query returned 7239 matches in 224 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	matter	569	0.31	40	130	5.02
2	owing	641	0.35	41	162	4.89
3	due	2471	1.34	87	203	4.02
4	that	30324	16.41	1036	222	3.98
5	this	19056	10.31	158	222	1.94
6	they	5181	2.80	39	217	1.80
7	in	83731	45.31	520	224	1.52
8	all	5541	3.00	31	222	1.37
9	by	26301	14.23	147	222	1.37
10	is	48055	26.00	230	223	1.14
11	has	7118	3.85	33	221	1.10
12	from	19573	10.59	88	224	1.05
13	to	62120	33.61	271	224	1.01
14	the	299671	162.15	1203	223	0.89
15	it	21501	11.63	81	221	0.80
16	have	10706	5.79	39	222	0.75
17	we	11038	5.97	36	214	0.59
18	be	23888	12.93	77	223	0.57
19	is	48055	26.00	154	223	0.57
20	but	10068	5.45	31	222	0.51
21	as	24882	13.46	75	222	0.48
22	which	21553	11.66	63	222	0.43
23	it	21501	11.63	61	221	0.39
24	the	299671	162.15	828	223	0.35
25	are	21830	11.81	57	221	0.27
26	with	21937	11.87	57	223	0.26
27	not	12132	6.56	31	222	0.24
28	this	19056	10.31	48	222	0.22
29	for	20867	11.29	48	223	0.09
30	a	72688	39.33	160	224	0.02
31	in	83731	45.31	180	224	-0.01
32	be	23888	12.93	51	223	-0.02
33	at	20641	11.17	41	222	-0.12
34	was	18540	10.03	36	218	-0.16
35	are	21830	11.81	42	221	-0.17
36	as	24882	13.46	47	222	-0.20
37	and	74841	40.50	136	224	-0.25
38	to	62120	33.61	109	224	-0.30
39	on	22057	11.94	37	224	-0.37
40	for	20867	11.29	35	223	-0.37
41	a	72688	39.33	119	224	-0.40
42	of	166284	89.98	267	224	-0.43
43	with	21937	11.87	34	223	-0.48
44	of	166284	89.98	253	224	-0.51
45	by	26301	14.23	35	222	-0.70
46	and	74841	40.50	47	224	-1.79
