https://example.com/collocation-analysis
There are 2776716 different words in your collocation database for "fact". (Your query returned 4782 matches in 175 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	that	24788	10.93	656	175	3.91
2	due	1781	0.79	38	160	3.60
3	in	68143	30.04	602	175	2.32
4	this	16679	7.35	109	175	1.89
5	all	4824	2.13	31	171	1.87
6	from	18569	8.19	83	175	1.34
7	is	46082	20.31	168	175	1.05
8	but	8267	3.64	29	172	0.99
9	by	24252	10.69	82	175	0.94
10	was	11456	5.05	37	172	0.87
11	the	240496	106.01	764	175	0.85
12	not	10559	4.65	31	175	0.74
13	is	46082	20.31	130	175	0.68
14	it	18125	7.99	50	175	0.65
15	be	23718	10.46	61	175	0.54
16	for	22086	9.74	52	174	0.42
17	it	18125	7.99	41	175	0.36
18	to	52046	22.94	117	175	0.35
19	the	240496	106.01	523	175	0.30
20	for	22086	9.74	48	174	0.30
21	this	16679	7.35	33	175	0.17
22	are	20793	9.17	41	175	0.16
23	in	68143	30.04	123	175	0.03
24	with	19411	8.56	34	175	-0.01
25	a	64668	28.51	113	175	-0.01
26	be	23718	10.46	41	175	-0.03
27	and	70210	30.95	119	175	-0.06
28	at	16320	7.19	27	174	-0.09
29	are	20793	9.17	33	175	-0.15
30	that	24788	10.93	38	175	-0.20
31	to	52046	22.94	70	175	-0.39
32	by	24252	10.69	31	175	-0.46
33	of	138833	61.20	172	175	-0.51
34	of	138833	61.20	155	175	-0.66
35	a	64668	28.51	65	175	-0.81
36	and	70210	30.95	35	175	-1.82
