https://example.com/collocation-analysis
There are 3158718 different words in your collocation database for "facts". (Your query returned 1234 matches in 297 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	8723	1.09	66	278	3.92
2	have	11629	1.45	36	290	2.63
3	been	6895	0.86	17	276	2.30
4	i	12225	1.53	21	284	1.78
5	which	26619	3.33	45	294	1.76
6	from	20277	2.54	33	293	1.70
7	we	10700	1.34	17	263	1.67
8	are	19469	2.43	27	289	1.47
9	that	27931	3.49	37	291	1.41
10	to	63100	7.89	61	294	0.95
11	the	306370	38.31	254	296	0.73
12	it	24362	3.05	20	291	0.71
13	by	29250	3.66	23	296	0.65
14	be	24936	3.12	19	293	0.61
15	with	24009	3.00	17	293	0.50
16	with	24009	3.00	16	293	0.41
17	to	63100	7.89	42	294	0.41
18	in	80566	10.07	51	296	0.34
19	as	25748	3.22	16	292	0.31
20	of	190748	23.85	110	296	0.21
21	is	42274	5.29	19	292	-0.15
22	and	82056	10.26	35	296	-0.23
23	the	306370	38.31	130	296	-0.24
24	of	190748	23.85	76	296	-0.33
25	and	82056	10.26	31	296	-0.40
26	a	62093	7.76	15	295	-1.05
