https://example.com/collocation-analysis
There are 3289454 different words in your collocation database for "facts". (Your query returned 1395 matches in 272 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	these	10080	1.29	79	254	3.94
2	all	5728	0.73	27	254	3.20
3	have	12190	1.56	38	260	2.61
4	other	6295	0.81	17	260	2.40
5	which	24042	3.08	64	271	2.38
6	been	7023	0.90	17	254	2.24
7	i	10665	1.36	20	247	1.87
8	that	30133	3.86	53	263	1.78
9	to	65938	8.44	77	271	1.19
10	be	23580	3.02	27	268	1.16
11	with	25330	3.24	26	267	1.00
12	it	23965	3.07	24	268	0.97
13	are	23430	3.00	23	268	0.94
14	by	26406	3.38	24	270	0.83
15	by	26406	3.38	24	270	0.83
16	as	28107	3.60	24	269	0.74
17	the	332568	42.56	280	272	0.72
18	with	25330	3.24	19	267	0.55
19	to	65938	8.44	48	271	0.51
20	this	22419	2.87	16	270	0.48
21	in	82035	10.50	55	272	0.39
22	of	179724	23.00	120	272	0.38
23	that	30133	3.86	17	263	0.14
24	the	332568	42.56	128	272	-0.41
25	of	179724	23.00	68	272	-0.44
26	and	86097	11.02	31	271	-0.51
27	a	65746	8.41	23	271	-0.55
28	and	86097	11.02	26	271	-0.76
