No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,126,0.03,15,72,6.94
2,new,472,0.11,9,144,4.29
3,that,12890,3.13,66,294,2.40
4,this,8042,1.95,41,295,2.39
5,if,2410,0.59,9,232,1.94
6,is,13300,3.23,47,306,1.86
7,in,29524,7.17,80,316,1.48
8,is,13300,3.23,34,306,1.40
9,it,11607,2.82,28,294,1.31
10,which,10846,2.64,26,295,1.30
11,but,4613,1.12,11,296,1.29
12,a,24621,5.98,57,315,1.25
13,was,8728,2.12,16,287,0.92
14,as,9166,2.23,16,300,0.84
15,by,12595,3.06,21,315,0.78
16,from,8934,2.17,14,305,0.69
17,i,8467,2.06,13,293,0.66
18,the,122597,29.79,162,318,0.44
19,in,29524,7.17,37,316,0.37
20,be,10936,2.66,13,301,0.29
21,with,9379,2.28,11,306,0.27
22,a,24621,5.98,28,315,0.23
23,this,8042,1.95,9,295,0.20
24,of,73443,17.85,82,317,0.20
25,as,9166,2.23,10,300,0.17
26,to,28961,7.04,31,311,0.14
27,i,8467,2.06,9,293,0.13
28,by,12595,3.06,13,315,0.09
29,to,28961,7.04,27,311,-0.06
30,that,12890,3.13,12,294,-0.06
31,be,10936,2.66,10,301,-0.09
32,the,122597,29.79,109,318,-0.13
33,it,11607,2.82,10,294,-0.17
34,of,73443,17.85,53,317,-0.43
35,and,33531,8.15,20,318,-0.70
36,and,33531,8.15,20,318,-0.70
