No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,140,0.05,11,50,5.75
2,interesting,257,0.09,12,92,5.00
3,important,392,0.14,12,110,4.39
4,that,16571,6.05,201,205,3.05
5,this,10376,3.79,97,205,2.68
6,there,2348,0.86,11,184,1.68
7,in,42388,15.48,196,221,1.66
8,is,19349,7.06,84,221,1.57
9,will,3437,1.25,14,193,1.48
10,all,2996,1.09,12,188,1.46
11,being,3633,1.33,12,196,1.18
12,not,6452,2.36,20,206,1.09
13,we,4622,1.69,14,176,1.05
14,may,4360,1.59,13,197,1.03
15,not,6452,2.36,19,206,1.01
16,when,4592,1.68,13,191,0.95
17,from,11055,4.04,31,208,0.94
18,be,13640,4.98,38,218,0.93
19,but,5956,2.17,16,203,0.88
20,been,4207,1.54,11,202,0.84
21,is,19349,7.06,50,221,0.82
22,a,30618,11.18,78,221,0.80
23,it,15072,5.50,38,211,0.79
24,an,5615,2.05,14,215,0.77
25,one,4692,1.71,11,200,0.68
26,by,17209,6.28,40,222,0.67
27,have,7229,2.64,16,201,0.60
28,i,9649,3.52,20,207,0.51
29,it,15072,5.50,31,211,0.49
30,as,13863,5.06,28,217,0.47
31,which,16129,5.89,32,211,0.44
32,by,17209,6.28,34,222,0.44
33,to,36060,13.17,69,222,0.39
34,the,160019,58.42,298,222,0.35
35,was,9306,3.40,17,203,0.32
36,to,36060,13.17,64,222,0.28
37,be,13640,4.98,24,218,0.27
38,this,10376,3.79,17,205,0.17
39,at,11037,4.03,18,219,0.16
40,in,42388,15.48,69,221,0.16
41,a,30618,11.18,46,221,0.04
42,for,8151,2.98,12,222,0.01
43,i,9649,3.52,14,207,-0.01
44,as,13863,5.06,20,217,-0.02
45,are,8555,3.12,12,214,-0.06
46,with,12758,4.66,17,220,-0.13
47,the,160019,58.42,210,222,-0.15
48,of,93505,34.14,122,222,-0.16
49,are,8555,3.12,11,214,-0.18
50,and,40584,14.82,51,222,-0.22
51,from,11055,4.04,13,208,-0.31
52,that,16571,6.05,19,205,-0.35
53,with,12758,4.66,14,220,-0.41
54,of,93505,34.14,74,222,-0.88
55,and,40584,14.82,17,222,-1.80
