No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,matter,547,0.29,47,149,5.32
2,owing,693,0.37,48,166,5.01
3,that,32436,17.47,1125,228,4.01
4,due,2516,1.36,83,209,3.94
5,view,1571,0.85,25,181,2.88
6,this,20973,11.30,168,228,1.89
7,they,5633,3.03,45,226,1.89
8,point,3094,1.67,24,219,1.85
9,all,5951,3.21,42,228,1.71
10,in,90657,48.83,562,229,1.52
11,by,27867,15.01,164,228,1.45
12,also,5113,2.75,29,226,1.40
13,there,6506,3.50,35,226,1.32
14,only,5465,2.94,26,227,1.14
15,is,52318,28.18,244,229,1.11
16,from,21550,11.61,96,229,1.05
17,has,7989,4.30,35,227,1.02
18,to,67693,36.46,286,229,0.97
19,no,7164,3.86,30,228,0.96
20,if,6249,3.37,26,228,0.95
21,the,325426,175.28,1283,228,0.87
22,we,11787,6.35,43,223,0.76
23,have,11634,6.27,40,228,0.67
24,not,12988,7.00,44,228,0.65
25,as,27325,14.72,90,228,0.61
26,it,23684,12.76,77,227,0.59
27,are,23996,12.92,74,227,0.52
28,two,7825,4.21,24,226,0.51
29,these,9158,4.93,28,228,0.50
30,is,52318,28.18,153,229,0.44
31,which,23987,12.92,67,228,0.37
32,it,23684,12.76,66,227,0.37
33,but,10542,5.68,29,228,0.35
34,be,26327,14.18,72,229,0.34
35,the,325426,175.28,867,228,0.31
36,with,23274,12.54,61,228,0.28
37,i,9978,5.37,25,227,0.22
38,not,12988,7.00,32,228,0.19
39,this,20973,11.30,51,228,0.17
40,was,19179,10.33,45,224,0.12
41,are,23996,12.92,55,227,0.09
42,a,75966,40.92,170,229,0.05
43,be,26327,14.18,58,229,0.03
44,we,11787,6.35,25,223,-0.02
45,for,22058,11.88,46,230,-0.05
46,in,90657,48.83,186,229,-0.07
47,and,80933,43.59,156,229,-0.16
48,for,22058,11.88,40,230,-0.25
49,with,23274,12.54,42,228,-0.26
50,to,67693,36.46,117,229,-0.32
51,a,75966,40.92,130,229,-0.33
52,at,21680,11.68,35,228,-0.42
53,as,27325,14.72,44,228,-0.42
54,of,178863,96.34,270,229,-0.51
55,of,178863,96.34,268,229,-0.52
56,was,19179,10.33,28,224,-0.56
57,from,21550,11.61,29,229,-0.68
58,on,24000,12.93,29,229,-0.83
59,by,27867,15.01,32,228,-0.91
60,that,32436,17.47,29,228,-1.27
61,and,80933,43.59,54,229,-1.69
