No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,spite,148,0.07,22,66,6.35
2,that,26817,12.26,717,197,3.87
3,view,1341,0.61,29,148,3.56
4,due,1904,0.87,39,181,3.49
5,do,1237,0.57,23,163,3.35
6,in,71362,32.61,670,197,2.36
7,this,17802,8.14,129,197,1.99
8,all,5130,2.34,28,193,1.58
9,there,5506,2.52,26,193,1.37
10,from,19570,8.94,87,197,1.28
11,no,6336,2.90,28,191,1.27
12,only,5029,2.30,21,195,1.19
13,is,48069,21.97,180,197,1.03
14,by,25708,11.75,92,197,0.97
15,but,8522,3.89,30,194,0.95
16,the,251910,115.12,841,197,0.87
17,was,11460,5.24,36,194,0.78
18,is,48069,21.97,147,197,0.74
19,it,18939,8.65,56,197,0.69
20,were,7264,3.32,21,186,0.66
21,these,7811,3.57,22,196,0.62
22,not,10919,4.99,30,197,0.59
23,be,24779,11.32,63,197,0.48
24,are,21203,9.69,53,197,0.45
25,was,11460,5.24,28,194,0.42
26,this,17802,8.14,42,197,0.37
27,to,54975,25.12,128,197,0.35
28,for,23214,10.61,52,196,0.29
29,not,10919,4.99,24,197,0.27
30,the,251910,115.12,551,197,0.26
31,it,18939,8.65,41,197,0.24
32,for,23214,10.61,50,196,0.24
33,are,21203,9.69,45,197,0.22
34,with,20334,9.29,39,197,0.07
35,be,24779,11.32,47,197,0.05
36,and,74199,33.91,136,197,0.00
37,a,68504,31.31,125,197,-0.00
38,in,71362,32.61,129,197,-0.02
39,that,26817,12.26,44,197,-0.16
40,by,25708,11.75,38,197,-0.31
41,which,16934,7.74,25,197,-0.31
42,to,54975,25.12,81,197,-0.31
43,at,17758,8.12,26,196,-0.32
44,as,19151,8.75,27,197,-0.37
45,with,20334,9.29,26,197,-0.52
46,of,144334,65.96,182,197,-0.54
47,of,144334,65.96,165,197,-0.68
48,on,20008,9.14,22,197,-0.73
49,a,68504,31.31,66,197,-0.92
50,and,74199,33.91,41,197,-1.73
