No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,due,1034,0.45,23,159,3.66
2,that,23716,10.41,434,244,3.38
3,this,16300,7.15,131,243,2.19
4,in,71494,31.38,555,250,2.14
5,only,4279,1.88,26,229,1.79
6,if,4385,1.92,26,224,1.76
7,being,5023,2.20,23,243,1.38
8,is,41370,18.16,183,246,1.33
9,has,6333,2.78,23,237,1.05
10,by,23804,10.45,84,249,1.01
11,we,8475,3.72,29,226,0.96
12,been,6177,2.71,21,239,0.95
13,from,18374,8.06,62,249,0.94
14,we,8475,3.72,28,226,0.91
15,these,7966,3.50,26,237,0.89
16,not,9828,4.31,32,236,0.89
17,was,14205,6.23,36,239,0.53
18,have,10372,4.55,26,244,0.51
19,i,10079,4.42,25,237,0.50
20,an,8068,3.54,20,242,0.50
21,be,18656,8.19,46,248,0.49
22,to,54967,24.13,135,248,0.48
23,the,281329,123.48,675,250,0.45
24,be,18656,8.19,44,248,0.43
25,it,21627,9.49,51,245,0.43
26,but,10306,4.52,24,242,0.41
27,is,41370,18.16,92,246,0.34
28,have,10372,4.55,23,244,0.34
29,it,21627,9.49,47,245,0.31
30,in,71494,31.38,144,250,0.20
31,for,12940,5.68,26,247,0.19
32,the,281329,123.48,559,250,0.18
33,by,23804,10.45,47,249,0.17
34,are,16286,7.15,32,244,0.16
35,not,9828,4.31,19,236,0.14
36,a,56307,24.71,108,250,0.13
37,as,22687,9.96,42,248,0.08
38,which,22418,9.84,41,245,0.06
39,a,56307,24.71,101,250,0.03
40,to,54967,24.13,98,248,0.02
41,this,16300,7.15,29,243,0.02
42,at,16239,7.13,28,247,-0.03
43,was,14205,6.23,24,239,-0.06
44,on,19494,8.56,32,249,-0.10
45,for,12940,5.68,21,247,-0.11
46,and,70912,31.12,109,249,-0.19
47,with,20633,9.06,31,248,-0.22
48,as,22687,9.96,34,248,-0.23
49,of,162110,71.15,240,249,-0.25
50,from,18374,8.06,27,249,-0.26
51,that,23716,10.41,32,244,-0.38
52,which,22418,9.84,29,245,-0.44
53,are,16286,7.15,20,244,-0.52
54,of,162110,71.15,151,249,-0.91
55,and,70912,31.12,52,249,-1.26
