No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,103,0.02,9,58,6.54
2,general,762,0.18,7,153,3.29
3,this,7627,1.79,47,261,2.72
4,that,11994,2.81,46,258,2.03
5,in,24862,5.83,90,274,1.95
6,i,7764,1.82,19,264,1.38
7,is,13697,3.21,31,266,1.27
8,is,13697,3.21,31,266,1.27
9,be,11116,2.61,22,262,1.08
10,which,11049,2.59,20,261,0.95
11,an,4109,0.96,7,260,0.86
12,it,11808,2.77,19,260,0.78
13,by,11644,2.73,17,272,0.64
14,a,22851,5.36,32,277,0.58
15,that,11994,2.81,16,258,0.51
16,was,7647,1.79,10,250,0.48
17,with,7720,1.81,10,261,0.47
18,which,11049,2.59,14,261,0.43
19,to,24729,5.80,31,271,0.42
20,the,98395,23.08,120,277,0.38
21,was,7647,1.79,9,250,0.33
22,as,8177,1.92,9,261,0.23
23,be,11116,2.61,12,262,0.20
24,this,7627,1.79,8,261,0.16
25,and,26656,6.25,27,275,0.11
26,from,7378,1.73,7,265,0.02
27,the,98395,23.08,92,277,-0.01
28,it,11808,2.77,11,260,-0.01
29,to,24729,5.80,23,271,-0.01
30,a,22851,5.36,21,277,-0.03
31,of,63678,14.94,54,275,-0.15
32,in,24862,5.83,17,274,-0.46
33,by,11644,2.73,7,272,-0.64
34,of,63678,14.94,37,275,-0.69
35,and,26656,6.25,15,275,-0.74
